[2020/09/02 16:36:59] - {'architecture': 'resnet18', 'data_path': '~/.fastai/data', 'ckpt_path': './', 'ckpt_name': 'resnet18_np_4', 'mean': [0.4914, 0.4822, 0.4465], 'std': [0.2471, 0.2435, 0.2616], 'epochs': 200, 'batch_size': 128, 'eval_freq': 100, 'workers': 2, 'lr_max': 0.2, 'lr_min': 0.0, 'momentum': 0.9, 'weight_decay': 0.0005, 'opt_level': 'O1', 'loss_scale': 1.0, 'master_weights': False, 'lr_schedule': 'cyclic', 'defense': 'NP', 'block_size': 4, 'height': 32, 'width': 32, 'password': 'password', 'work_path': 'experiments/resnet18_np_4', 'seed': 42}
[2020/09/02 16:37:03] - Epoch 	 Seconds 	 LR 	 	 Train Loss 	 Train Acc
[2020/09/02 16:41:25] - 23 	 11.2 	 	 0.0460 	 0.3444 	 0.8806
[2020/09/02 16:41:36] - 24 	 11.1 	 	 0.0480 	 0.3373 	 0.8826
[2020/09/02 16:41:47] - 25 	 11.2 	 	 0.0500 	 0.3352 	 0.8839
[2020/09/02 16:41:58] - 26 	 11.1 	 	 0.0520 	 0.3283 	 0.8865
[2020/09/02 16:42:09] - 27 	 11.1 	 	 0.0540 	 0.3283 	 0.8877
[2020/09/02 16:42:21] - 28 	 11.1 	 	 0.0560 	 0.3263 	 0.8875
[2020/09/02 16:42:32] - 29 	 11.1 	 	 0.0580 	 0.3286 	 0.8867
[2020/09/02 16:42:43] - 30 	 11.1 	 	 0.0600 	 0.3283 	 0.8860
[2020/09/02 16:42:54] - 31 	 11.2 	 	 0.0620 	 0.3266 	 0.8864
[2020/09/02 16:43:05] - 32 	 11.1 	 	 0.0640 	 0.3283 	 0.8859
[2020/09/02 16:43:16] - 33 	 11.1 	 	 0.0660 	 0.3295 	 0.8838
[2020/09/02 16:43:27] - 34 	 11.2 	 	 0.0680 	 0.3266 	 0.8865
[2020/09/02 16:43:38] - 35 	 11.1 	 	 0.0700 	 0.3303 	 0.8850
[2020/09/02 16:43:50] - 36 	 11.1 	 	 0.0720 	 0.3322 	 0.8860
[2020/09/02 16:44:01] - 37 	 11.2 	 	 0.0740 	 0.3320 	 0.8838
[2020/09/02 16:44:12] - 38 	 11.1 	 	 0.0760 	 0.3366 	 0.8826
[2020/09/02 16:44:23] - 39 	 11.2 	 	 0.0780 	 0.3346 	 0.8848
[2020/09/02 16:44:34] - 40 	 11.2 	 	 0.0800 	 0.3328 	 0.8854
[2020/09/02 16:44:45] - 41 	 11.1 	 	 0.0820 	 0.3351 	 0.8841
[2020/09/02 16:44:56] - 42 	 11.1 	 	 0.0840 	 0.3377 	 0.8826
[2020/09/02 16:45:07] - 43 	 11.1 	 	 0.0860 	 0.3398 	 0.8838
[2020/09/02 16:45:19] - 44 	 11.1 	 	 0.0880 	 0.3383 	 0.8840
[2020/09/02 16:45:30] - 45 	 11.1 	 	 0.0900 	 0.3379 	 0.8831
[2020/09/02 16:45:41] - 46 	 11.1 	 	 0.0920 	 0.3440 	 0.8829
[2020/09/02 16:45:52] - 47 	 11.3 	 	 0.0940 	 0.3424 	 0.8811
[2020/09/02 16:46:03] - 48 	 11.1 	 	 0.0960 	 0.3413 	 0.8829
[2020/09/02 16:46:14] - 49 	 11.1 	 	 0.0980 	 0.3421 	 0.8814
[2020/09/02 16:46:26] - 50 	 11.1 	 	 0.1000 	 0.3407 	 0.8833
[2020/09/02 16:46:37] - 51 	 11.1 	 	 0.1020 	 0.3407 	 0.8825
[2020/09/02 16:46:48] - 52 	 11.1 	 	 0.1040 	 0.3483 	 0.8801
[2020/09/02 16:46:59] - 53 	 11.1 	 	 0.1060 	 0.3443 	 0.8817
[2020/09/02 16:47:10] - 54 	 11.1 	 	 0.1080 	 0.3503 	 0.8800
[2020/09/02 16:47:21] - 55 	 11.1 	 	 0.1100 	 0.3452 	 0.8814
[2020/09/02 16:47:32] - 56 	 11.3 	 	 0.1120 	 0.3541 	 0.8772
[2020/09/02 16:47:43] - 57 	 11.2 	 	 0.1140 	 0.3542 	 0.8780
[2020/09/02 16:47:55] - 58 	 11.1 	 	 0.1160 	 0.3531 	 0.8780
[2020/09/02 16:48:06] - 59 	 11.1 	 	 0.1180 	 0.3470 	 0.8808
[2020/09/02 16:48:17] - 60 	 11.1 	 	 0.1200 	 0.3555 	 0.8768
[2020/09/02 16:48:28] - 61 	 11.1 	 	 0.1220 	 0.3520 	 0.8789
[2020/09/02 16:48:39] - 62 	 11.2 	 	 0.1240 	 0.3542 	 0.8784
[2020/09/02 16:48:50] - 63 	 11.1 	 	 0.1260 	 0.3602 	 0.8759
[2020/09/02 16:49:01] - 64 	 11.1 	 	 0.1280 	 0.3559 	 0.8777
[2020/09/02 16:49:12] - 65 	 11.1 	 	 0.1300 	 0.3569 	 0.8776
[2020/09/02 16:49:24] - 66 	 11.1 	 	 0.1320 	 0.3614 	 0.8756
[2020/09/02 16:49:35] - 67 	 11.1 	 	 0.1340 	 0.3622 	 0.8758
[2020/09/02 16:49:46] - 68 	 11.1 	 	 0.1360 	 0.3583 	 0.8780
[2020/09/02 16:49:57] - 69 	 11.1 	 	 0.1380 	 0.3638 	 0.8756
[2020/09/02 16:50:08] - 70 	 11.1 	 	 0.1400 	 0.3660 	 0.8754
[2020/09/02 16:50:19] - 71 	 11.1 	 	 0.1420 	 0.3652 	 0.8751
[2020/09/02 16:50:31] - 72 	 12.0 	 	 0.1440 	 0.3670 	 0.8750
[2020/09/02 16:53:12] - 73 	 160.6 	 	 0.1460 	 0.3708 	 0.8733
[2020/09/02 16:53:23] - 74 	 11.0 	 	 0.1480 	 0.3706 	 0.8721
[2020/09/02 16:53:34] - 75 	 11.1 	 	 0.1500 	 0.3716 	 0.8723
[2020/09/02 16:53:45] - 76 	 11.0 	 	 0.1520 	 0.3680 	 0.8737
[2020/09/02 16:53:56] - 77 	 11.0 	 	 0.1540 	 0.3707 	 0.8725
[2020/09/02 16:54:07] - 78 	 11.2 	 	 0.1560 	 0.3725 	 0.8725
[2020/09/02 16:54:18] - 79 	 11.1 	 	 0.1580 	 0.3707 	 0.8726
[2020/09/02 16:54:29] - 80 	 11.1 	 	 0.1600 	 0.3774 	 0.8712
[2020/09/02 16:54:41] - 81 	 11.1 	 	 0.1620 	 0.3765 	 0.8714
[2020/09/02 16:54:52] - 82 	 11.1 	 	 0.1640 	 0.3765 	 0.8709
[2020/09/02 16:55:03] - 83 	 11.2 	 	 0.1660 	 0.3804 	 0.8701
[2020/09/02 16:55:14] - 84 	 11.1 	 	 0.1680 	 0.3757 	 0.8708
[2020/09/02 16:55:25] - 85 	 11.1 	 	 0.1700 	 0.3763 	 0.8705
[2020/09/02 16:55:36] - 86 	 11.2 	 	 0.1720 	 0.3762 	 0.8713
[2020/09/02 16:55:47] - 87 	 11.1 	 	 0.1740 	 0.3804 	 0.8708
[2020/09/02 16:55:59] - 88 	 11.2 	 	 0.1760 	 0.3857 	 0.8683
[2020/09/02 16:56:10] - 89 	 11.2 	 	 0.1780 	 0.3838 	 0.8694
[2020/09/02 16:56:21] - 90 	 11.1 	 	 0.1800 	 0.3856 	 0.8679
[2020/09/02 16:56:32] - 91 	 11.2 	 	 0.1820 	 0.3835 	 0.8685
[2020/09/02 16:56:43] - 92 	 11.1 	 	 0.1840 	 0.3872 	 0.8682
[2020/09/02 16:56:54] - 93 	 11.1 	 	 0.1860 	 0.3846 	 0.8676
[2020/09/02 16:57:06] - 94 	 11.2 	 	 0.1880 	 0.3860 	 0.8667
[2020/09/02 16:57:17] - 95 	 11.2 	 	 0.1900 	 0.3853 	 0.8675
[2020/09/02 16:57:28] - 96 	 11.1 	 	 0.1920 	 0.3898 	 0.8674
[2020/09/02 16:57:39] - 97 	 11.2 	 	 0.1940 	 0.3850 	 0.8668
[2020/09/02 16:57:50] - 98 	 11.1 	 	 0.1960 	 0.3911 	 0.8653
[2020/09/02 16:58:01] - 99 	 11.1 	 	 0.1980 	 0.3941 	 0.8634
[2020/09/02 16:58:12] - 100 	 11.3 	 	 0.2000 	 0.3942 	 0.8650
[2020/09/02 16:58:13] - == Test loss: 0.5497, Test acc: 0.8163
[2020/09/02 16:58:30] - 101 	 11.1 	 	 0.1980 	 0.3934 	 0.8661
[2020/09/02 16:58:41] - 102 	 11.1 	 	 0.1960 	 0.3860 	 0.8671
[2020/09/02 16:58:52] - 103 	 11.1 	 	 0.1940 	 0.3917 	 0.8644
[2020/09/02 16:59:03] - 104 	 11.1 	 	 0.1920 	 0.3877 	 0.8670
[2020/09/02 16:59:14] - 105 	 11.1 	 	 0.1900 	 0.3864 	 0.8662
[2020/09/02 16:59:25] - 106 	 11.1 	 	 0.1880 	 0.3782 	 0.8717
[2020/09/02 16:59:37] - 107 	 11.1 	 	 0.1860 	 0.3853 	 0.8680
[2020/09/02 16:59:48] - 108 	 11.1 	 	 0.1840 	 0.3831 	 0.8687
[2020/09/02 16:59:59] - 109 	 11.1 	 	 0.1820 	 0.3774 	 0.8708
[2020/09/02 17:00:10] - 110 	 11.2 	 	 0.1800 	 0.3830 	 0.8690
[2020/09/02 17:00:21] - 111 	 11.2 	 	 0.1780 	 0.3729 	 0.8719
[2020/09/02 17:00:32] - 112 	 11.1 	 	 0.1760 	 0.3811 	 0.8693
[2020/09/02 17:00:43] - 113 	 11.1 	 	 0.1740 	 0.3757 	 0.8698
[2020/09/02 17:00:54] - 114 	 11.1 	 	 0.1720 	 0.3722 	 0.8739
[2020/09/02 17:01:06] - 115 	 11.1 	 	 0.1700 	 0.3737 	 0.8720
[2020/09/02 17:01:17] - 116 	 11.1 	 	 0.1680 	 0.3720 	 0.8722
[2020/09/02 17:01:28] - 117 	 11.1 	 	 0.1660 	 0.3650 	 0.8753
[2020/09/02 17:01:39] - 118 	 11.2 	 	 0.1640 	 0.3699 	 0.8739
[2020/09/02 17:01:50] - 119 	 11.2 	 	 0.1620 	 0.3632 	 0.8757
[2020/09/02 17:02:01] - 120 	 11.1 	 	 0.1600 	 0.3628 	 0.8754
[2020/09/02 17:02:12] - 121 	 11.1 	 	 0.1580 	 0.3643 	 0.8760
[2020/09/02 17:02:23] - 122 	 11.1 	 	 0.1560 	 0.3597 	 0.8780
[2020/09/02 17:02:34] - 123 	 11.1 	 	 0.1540 	 0.3572 	 0.8787
[2020/09/02 17:02:45] - 124 	 11.1 	 	 0.1520 	 0.3621 	 0.8762
[2020/09/02 17:02:57] - 125 	 11.1 	 	 0.1500 	 0.3548 	 0.8810
[2020/09/02 17:03:08] - 126 	 11.1 	 	 0.1480 	 0.3595 	 0.8753
[2020/09/02 17:03:19] - 127 	 11.2 	 	 0.1460 	 0.3559 	 0.8771
[2020/09/02 17:03:30] - 128 	 11.1 	 	 0.1440 	 0.3464 	 0.8817
[2020/09/02 17:03:41] - 129 	 11.1 	 	 0.1420 	 0.3484 	 0.8790
[2020/09/02 17:03:52] - 130 	 11.2 	 	 0.1400 	 0.3451 	 0.8811
[2020/09/02 17:04:03] - 131 	 11.1 	 	 0.1380 	 0.3426 	 0.8839
[2020/09/02 17:04:14] - 132 	 11.1 	 	 0.1360 	 0.3430 	 0.8828
[2020/09/02 17:04:26] - 133 	 11.2 	 	 0.1340 	 0.3368 	 0.8840
[2020/09/02 17:04:37] - 134 	 11.1 	 	 0.1320 	 0.3349 	 0.8847
[2020/09/02 17:04:48] - 135 	 11.1 	 	 0.1300 	 0.3405 	 0.8836
[2020/09/02 17:04:59] - 136 	 11.1 	 	 0.1280 	 0.3302 	 0.8870
[2020/09/02 17:05:10] - 137 	 11.1 	 	 0.1260 	 0.3250 	 0.8888
[2020/09/02 17:05:21] - 138 	 11.1 	 	 0.1240 	 0.3269 	 0.8876
[2020/09/02 17:05:32] - 139 	 11.2 	 	 0.1220 	 0.3244 	 0.8874
[2020/09/02 17:05:44] - 140 	 11.4 	 	 0.1200 	 0.3284 	 0.8874
[2020/09/02 17:05:55] - 141 	 11.2 	 	 0.1180 	 0.3185 	 0.8908
[2020/09/02 17:06:06] - 142 	 11.1 	 	 0.1160 	 0.3174 	 0.8917
[2020/09/02 17:06:17] - 143 	 11.1 	 	 0.1140 	 0.3184 	 0.8904
[2020/09/02 17:06:28] - 144 	 11.2 	 	 0.1120 	 0.3153 	 0.8925
[2020/09/02 17:06:39] - 145 	 11.1 	 	 0.1100 	 0.3065 	 0.8944
[2020/09/02 17:06:51] - 146 	 11.1 	 	 0.1080 	 0.3088 	 0.8935
[2020/09/02 17:07:02] - 147 	 11.1 	 	 0.1060 	 0.3078 	 0.8937
[2020/09/02 17:07:13] - 148 	 11.1 	 	 0.1040 	 0.3013 	 0.8963
[2020/09/02 17:07:24] - 149 	 11.1 	 	 0.1020 	 0.2985 	 0.8981
[2020/09/02 17:07:35] - 150 	 11.1 	 	 0.1000 	 0.3022 	 0.8974
[2020/09/02 17:07:46] - 151 	 11.3 	 	 0.0980 	 0.2901 	 0.9013
[2020/09/02 17:07:57] - 152 	 11.1 	 	 0.0960 	 0.2893 	 0.9014
[2020/09/02 17:08:08] - 153 	 11.1 	 	 0.0940 	 0.2889 	 0.9015
[2020/09/02 17:08:20] - 154 	 11.2 	 	 0.0920 	 0.2865 	 0.9015
[2020/09/02 17:08:31] - 155 	 11.1 	 	 0.0900 	 0.2850 	 0.9017
[2020/09/02 17:08:42] - 156 	 11.0 	 	 0.0880 	 0.2868 	 0.9015
[2020/09/02 17:08:53] - 157 	 11.1 	 	 0.0860 	 0.2724 	 0.9066
[2020/09/02 17:09:04] - 158 	 11.1 	 	 0.0840 	 0.2740 	 0.9040
[2020/09/02 17:09:15] - 159 	 11.1 	 	 0.0820 	 0.2632 	 0.9085
[2020/09/02 17:09:26] - 160 	 11.2 	 	 0.0800 	 0.2663 	 0.9086
[2020/09/02 17:09:37] - 161 	 11.1 	 	 0.0780 	 0.2606 	 0.9094
[2020/09/02 17:09:48] - 162 	 11.1 	 	 0.0760 	 0.2578 	 0.9116
[2020/09/02 17:10:00] - 163 	 11.3 	 	 0.0740 	 0.2539 	 0.9124
[2020/09/02 17:10:11] - 164 	 11.1 	 	 0.0720 	 0.2479 	 0.9146
[2020/09/02 17:10:22] - 165 	 11.2 	 	 0.0700 	 0.2471 	 0.9145
[2020/09/02 17:10:33] - 166 	 11.1 	 	 0.0680 	 0.2425 	 0.9155
[2020/09/02 17:10:44] - 167 	 11.1 	 	 0.0660 	 0.2360 	 0.9192
[2020/09/02 17:10:55] - 168 	 11.1 	 	 0.0640 	 0.2366 	 0.9171
[2020/09/02 17:11:07] - 169 	 11.3 	 	 0.0620 	 0.2287 	 0.9209
[2020/09/02 17:11:18] - 170 	 11.0 	 	 0.0600 	 0.2299 	 0.9202
[2020/09/02 17:11:29] - 171 	 11.1 	 	 0.0580 	 0.2170 	 0.9249
[2020/09/02 17:11:40] - 172 	 11.1 	 	 0.0560 	 0.2127 	 0.9265
[2020/09/02 17:11:51] - 173 	 11.1 	 	 0.0540 	 0.2031 	 0.9311
[2020/09/02 17:12:02] - 174 	 11.1 	 	 0.0520 	 0.2063 	 0.9294
[2020/09/02 17:12:13] - 175 	 11.1 	 	 0.0500 	 0.1999 	 0.9308
[2020/09/02 17:12:24] - 176 	 11.1 	 	 0.0480 	 0.1984 	 0.9312
[2020/09/02 17:12:36] - 177 	 11.1 	 	 0.0460 	 0.1856 	 0.9357
[2020/09/02 17:12:47] - 178 	 11.1 	 	 0.0440 	 0.1825 	 0.9375
[2020/09/02 17:12:58] - 179 	 11.1 	 	 0.0420 	 0.1713 	 0.9419
[2020/09/02 17:13:09] - 180 	 11.1 	 	 0.0400 	 0.1660 	 0.9433
[2020/09/02 17:13:20] - 181 	 11.1 	 	 0.0380 	 0.1664 	 0.9433
[2020/09/02 17:13:31] - 182 	 11.1 	 	 0.0360 	 0.1556 	 0.9460
[2020/09/02 17:13:42] - 183 	 11.1 	 	 0.0340 	 0.1467 	 0.9493
[2020/09/02 17:13:53] - 184 	 11.1 	 	 0.0320 	 0.1418 	 0.9520
[2020/09/02 17:14:04] - 185 	 11.1 	 	 0.0300 	 0.1314 	 0.9546
[2020/09/02 17:14:15] - 186 	 11.1 	 	 0.0280 	 0.1229 	 0.9571
[2020/09/02 17:14:27] - 187 	 11.1 	 	 0.0260 	 0.1121 	 0.9606
[2020/09/02 17:14:38] - 188 	 11.1 	 	 0.0240 	 0.1070 	 0.9633
[2020/09/02 17:14:49] - 189 	 11.1 	 	 0.0220 	 0.0935 	 0.9681
[2020/09/02 17:15:00] - 190 	 11.1 	 	 0.0200 	 0.0850 	 0.9710
[2020/09/02 17:15:11] - 191 	 11.2 	 	 0.0180 	 0.0740 	 0.9746
[2020/09/02 17:15:22] - 192 	 11.1 	 	 0.0160 	 0.0649 	 0.9782
[2020/09/02 17:15:33] - 193 	 11.4 	 	 0.0140 	 0.0526 	 0.9831
[2020/09/02 17:15:45] - 194 	 11.1 	 	 0.0120 	 0.0427 	 0.9859
[2020/09/02 17:15:56] - 195 	 11.1 	 	 0.0100 	 0.0363 	 0.9882
[2020/09/02 17:16:07] - 196 	 11.1 	 	 0.0080 	 0.0242 	 0.9928
[2020/09/02 17:16:18] - 197 	 11.1 	 	 0.0060 	 0.0159 	 0.9956
[2020/09/02 17:16:29] - 198 	 11.1 	 	 0.0040 	 0.0115 	 0.9974
[2020/09/02 17:16:40] - 199 	 11.2 	 	 0.0020 	 0.0089 	 0.9982
[2020/09/02 17:16:51] - 200 	 11.1 	 	 0.0000 	 0.0078 	 0.9985
[2020/09/02 17:16:52] - == Test loss: 0.2655, Test acc: 0.9341
[2020/09/02 17:16:59] - == Training Finished. best_test_acc: 0.9341 ==
[2020/09/02 17:16:59] - == Total training time: 39.9291 minutes ==
