[2020/08/29 15:34:50] - {'architecture': 'resnet18', 'data_path': '~/.fastai/data', 'ckpt_path': './', 'ckpt_name': 'resnet18_ffx_2', 'mean': [0.4914, 0.4822, 0.4465], 'std': [0.2471, 0.2435, 0.2616], 'epochs': 200, 'batch_size': 128, 'eval_freq': 100, 'workers': 2, 'lr_max': 0.2, 'lr_min': 0.0, 'momentum': 0.9, 'weight_decay': 0.0005, 'opt_level': 'O1', 'loss_scale': 1.0, 'master_weights': False, 'lr_schedule': 'cyclic', 'defense': 'FFX', 'block_size': 2, 'height': 32, 'width': 32, 'password': 'password', 'work_path': 'experiments/resnet18_ffx_2', 'seed': 42}
[2020/08/29 15:34:53] - Epoch 	 Seconds 	 LR 	 	 Train Loss 	 Train Acc
[2020/08/29 16:01:43] - 144 	 11.1 	 	 0.1120 	 0.3312 	 0.8880
[2020/08/29 16:01:54] - 145 	 11.1 	 	 0.1100 	 0.3260 	 0.8882
[2020/08/29 16:02:06] - 146 	 11.1 	 	 0.1080 	 0.3274 	 0.8873
[2020/08/29 16:02:17] - 147 	 11.1 	 	 0.1060 	 0.3221 	 0.8904
[2020/08/29 16:02:28] - 148 	 11.1 	 	 0.1040 	 0.3171 	 0.8913
[2020/08/29 16:02:39] - 149 	 11.1 	 	 0.1020 	 0.3114 	 0.8925
[2020/08/29 16:02:50] - 150 	 11.1 	 	 0.1000 	 0.3174 	 0.8913
[2020/08/29 16:03:01] - 151 	 11.1 	 	 0.0980 	 0.3070 	 0.8943
[2020/08/29 16:03:12] - 152 	 11.2 	 	 0.0960 	 0.3082 	 0.8941
[2020/08/29 16:03:23] - 153 	 11.1 	 	 0.0940 	 0.3038 	 0.8946
[2020/08/29 16:03:35] - 154 	 11.1 	 	 0.0920 	 0.3042 	 0.8962
[2020/08/29 16:03:46] - 155 	 11.1 	 	 0.0900 	 0.3024 	 0.8977
[2020/08/29 16:03:57] - 156 	 11.2 	 	 0.0880 	 0.2956 	 0.8990
[2020/08/29 16:04:08] - 157 	 11.1 	 	 0.0860 	 0.2888 	 0.9013
[2020/08/29 16:04:19] - 158 	 11.1 	 	 0.0840 	 0.2873 	 0.9013
[2020/08/29 16:04:30] - 159 	 11.2 	 	 0.0820 	 0.2859 	 0.9003
[2020/08/29 16:04:41] - 160 	 11.1 	 	 0.0800 	 0.2811 	 0.9033
[2020/08/29 16:04:53] - 161 	 11.1 	 	 0.0780 	 0.2731 	 0.9070
[2020/08/29 16:05:04] - 162 	 11.1 	 	 0.0760 	 0.2706 	 0.9060
[2020/08/29 16:05:15] - 163 	 11.1 	 	 0.0740 	 0.2707 	 0.9061
[2020/08/29 16:05:26] - 164 	 11.1 	 	 0.0720 	 0.2683 	 0.9073
[2020/08/29 16:05:37] - 165 	 11.1 	 	 0.0700 	 0.2635 	 0.9085
[2020/08/29 16:05:48] - 166 	 11.1 	 	 0.0680 	 0.2540 	 0.9116
[2020/08/29 16:05:59] - 167 	 11.2 	 	 0.0660 	 0.2527 	 0.9131
[2020/08/29 16:06:11] - 168 	 11.1 	 	 0.0640 	 0.2466 	 0.9152
[2020/08/29 16:06:22] - 169 	 11.2 	 	 0.0620 	 0.2404 	 0.9166
[2020/08/29 16:06:33] - 170 	 11.2 	 	 0.0600 	 0.2389 	 0.9173
[2020/08/29 16:06:44] - 171 	 11.1 	 	 0.0580 	 0.2282 	 0.9211
[2020/08/29 16:06:55] - 172 	 11.2 	 	 0.0560 	 0.2260 	 0.9213
[2020/08/29 16:07:06] - 173 	 11.1 	 	 0.0540 	 0.2176 	 0.9252
