[2020/08/29 16:13:58] - {'architecture': 'resnet18', 'data_path': '~/.fastai/data', 'ckpt_path': './', 'ckpt_name': 'resnet18_ffx_4', 'mean': [0.4914, 0.4822, 0.4465], 'std': [0.2471, 0.2435, 0.2616], 'epochs': 200, 'batch_size': 128, 'eval_freq': 100, 'workers': 2, 'lr_max': 0.2, 'lr_min': 0.0, 'momentum': 0.9, 'weight_decay': 0.0005, 'opt_level': 'O1', 'loss_scale': 1.0, 'master_weights': False, 'lr_schedule': 'cyclic', 'defense': 'FFX', 'block_size': 4, 'height': 32, 'width': 32, 'password': 'password', 'work_path': 'experiments/resnet18_ffx_4/', 'seed': 42}
[2020/08/29 16:14:01] - Epoch 	 Seconds 	 LR 	 	 Train Loss 	 Train Acc
[2020/08/29 16:17:47] - 20 	 11.2 	 	 0.0400 	 0.5437 	 0.8093
[2020/08/29 16:17:58] - 21 	 11.2 	 	 0.0420 	 0.5269 	 0.8150
[2020/08/29 16:18:09] - 22 	 11.1 	 	 0.0440 	 0.5116 	 0.8213
[2020/08/29 16:18:21] - 23 	 11.2 	 	 0.0460 	 0.5008 	 0.8240
[2020/08/29 16:18:32] - 24 	 11.1 	 	 0.0480 	 0.4890 	 0.8291
[2020/08/29 16:18:43] - 25 	 11.1 	 	 0.0500 	 0.4825 	 0.8306
[2020/08/29 16:18:54] - 26 	 11.2 	 	 0.0520 	 0.4808 	 0.8308
[2020/08/29 16:19:05] - 27 	 11.2 	 	 0.0540 	 0.4685 	 0.8353
[2020/08/29 16:19:16] - 28 	 11.2 	 	 0.0560 	 0.4630 	 0.8376
[2020/08/29 16:19:28] - 29 	 11.2 	 	 0.0580 	 0.4635 	 0.8384
[2020/08/29 16:19:39] - 30 	 11.1 	 	 0.0600 	 0.4586 	 0.8389
[2020/08/29 16:19:50] - 31 	 11.2 	 	 0.0620 	 0.4597 	 0.8395
[2020/08/29 16:20:01] - 32 	 11.2 	 	 0.0640 	 0.4588 	 0.8408
[2020/08/29 16:20:12] - 33 	 11.1 	 	 0.0660 	 0.4603 	 0.8388
[2020/08/29 16:20:23] - 34 	 11.2 	 	 0.0680 	 0.4567 	 0.8418
[2020/08/29 16:20:35] - 35 	 11.2 	 	 0.0700 	 0.4495 	 0.8439
[2020/08/29 16:20:46] - 36 	 11.1 	 	 0.0720 	 0.4525 	 0.8417
[2020/08/29 16:20:57] - 37 	 11.1 	 	 0.0740 	 0.4583 	 0.8388
[2020/08/29 16:21:08] - 38 	 11.2 	 	 0.0760 	 0.4512 	 0.8405
[2020/08/29 16:21:19] - 39 	 11.1 	 	 0.0780 	 0.4524 	 0.8429
[2020/08/29 16:21:30] - 40 	 11.2 	 	 0.0800 	 0.4525 	 0.8429
[2020/08/29 16:21:41] - 41 	 11.1 	 	 0.0820 	 0.4507 	 0.8443
[2020/08/29 16:21:53] - 42 	 11.1 	 	 0.0840 	 0.4487 	 0.8451
[2020/08/29 16:22:04] - 43 	 11.2 	 	 0.0860 	 0.4471 	 0.8431
[2020/08/29 16:22:15] - 44 	 11.1 	 	 0.0880 	 0.4525 	 0.8412
[2020/08/29 16:22:26] - 45 	 11.2 	 	 0.0900 	 0.4552 	 0.8411
[2020/08/29 16:22:37] - 46 	 11.2 	 	 0.0920 	 0.4559 	 0.8414
[2020/08/29 16:22:48] - 47 	 11.1 	 	 0.0940 	 0.4487 	 0.8439
[2020/08/29 16:22:59] - 48 	 11.1 	 	 0.0960 	 0.4514 	 0.8423
[2020/08/29 16:23:11] - 49 	 11.2 	 	 0.0980 	 0.4529 	 0.8423
[2020/08/29 16:23:22] - 50 	 11.1 	 	 0.1000 	 0.4518 	 0.8423
[2020/08/29 16:23:33] - 51 	 11.2 	 	 0.1020 	 0.4542 	 0.8425
[2020/08/29 16:23:44] - 52 	 11.1 	 	 0.1040 	 0.4620 	 0.8390
[2020/08/29 16:23:55] - 53 	 11.2 	 	 0.1060 	 0.4462 	 0.8452
[2020/08/29 16:24:06] - 54 	 11.1 	 	 0.1080 	 0.4598 	 0.8405
[2020/08/29 16:24:18] - 55 	 11.1 	 	 0.1100 	 0.4626 	 0.8369
[2020/08/29 16:24:29] - 56 	 11.1 	 	 0.1120 	 0.4576 	 0.8419
[2020/08/29 16:24:40] - 57 	 11.2 	 	 0.1140 	 0.4569 	 0.8405
[2020/08/29 16:24:51] - 58 	 11.1 	 	 0.1160 	 0.4568 	 0.8431
[2020/08/29 16:25:02] - 59 	 11.2 	 	 0.1180 	 0.4559 	 0.8423
[2020/08/29 16:25:13] - 60 	 11.2 	 	 0.1200 	 0.4590 	 0.8415
[2020/08/29 16:25:25] - 61 	 11.1 	 	 0.1220 	 0.4662 	 0.8370
[2020/08/29 16:25:36] - 62 	 11.2 	 	 0.1240 	 0.4599 	 0.8400
[2020/08/29 16:25:47] - 63 	 11.1 	 	 0.1260 	 0.4663 	 0.8386
[2020/08/29 16:25:58] - 64 	 11.1 	 	 0.1280 	 0.4593 	 0.8398
[2020/08/29 16:26:09] - 65 	 11.2 	 	 0.1300 	 0.4661 	 0.8377
[2020/08/29 16:26:20] - 66 	 11.1 	 	 0.1320 	 0.4621 	 0.8390
[2020/08/29 16:26:31] - 67 	 11.2 	 	 0.1340 	 0.4684 	 0.8370
[2020/08/29 16:26:43] - 68 	 11.2 	 	 0.1360 	 0.4745 	 0.8338
[2020/08/29 16:26:54] - 69 	 11.1 	 	 0.1380 	 0.4689 	 0.8380
[2020/08/29 16:27:05] - 70 	 11.2 	 	 0.1400 	 0.4701 	 0.8372
[2020/08/29 16:27:16] - 71 	 11.1 	 	 0.1420 	 0.4690 	 0.8373
[2020/08/29 16:27:27] - 72 	 11.1 	 	 0.1440 	 0.4776 	 0.8349
[2020/08/29 16:27:38] - 73 	 11.1 	 	 0.1460 	 0.4735 	 0.8362
[2020/08/29 16:27:49] - 74 	 11.1 	 	 0.1480 	 0.4726 	 0.8352
[2020/08/29 16:28:01] - 75 	 11.1 	 	 0.1500 	 0.4816 	 0.8333
[2020/08/29 16:28:12] - 76 	 11.1 	 	 0.1520 	 0.4735 	 0.8361
[2020/08/29 16:28:23] - 77 	 11.1 	 	 0.1540 	 0.4807 	 0.8338
[2020/08/29 16:28:34] - 78 	 11.2 	 	 0.1560 	 0.4812 	 0.8359
[2020/08/29 16:28:45] - 79 	 11.2 	 	 0.1580 	 0.4756 	 0.8350
[2020/08/29 16:28:56] - 80 	 11.1 	 	 0.1600 	 0.4809 	 0.8331
[2020/08/29 16:29:07] - 81 	 11.2 	 	 0.1620 	 0.4795 	 0.8318
[2020/08/29 16:29:19] - 82 	 11.1 	 	 0.1640 	 0.4830 	 0.8320
[2020/08/29 16:29:30] - 83 	 11.1 	 	 0.1660 	 0.4910 	 0.8305
[2020/08/29 16:29:41] - 84 	 11.2 	 	 0.1680 	 0.4839 	 0.8326
[2020/08/29 16:29:52] - 85 	 11.1 	 	 0.1700 	 0.4908 	 0.8293
[2020/08/29 16:30:03] - 86 	 11.2 	 	 0.1720 	 0.4849 	 0.8323
[2020/08/29 16:30:14] - 87 	 11.2 	 	 0.1740 	 0.4938 	 0.8279
[2020/08/29 16:30:25] - 88 	 11.2 	 	 0.1760 	 0.4910 	 0.8293
[2020/08/29 16:30:37] - 89 	 11.1 	 	 0.1780 	 0.4927 	 0.8298
[2020/08/29 16:30:48] - 90 	 11.2 	 	 0.1800 	 0.4884 	 0.8318
[2020/08/29 16:30:59] - 91 	 11.1 	 	 0.1820 	 0.4909 	 0.8307
[2020/08/29 16:31:10] - 92 	 11.2 	 	 0.1840 	 0.4949 	 0.8298
[2020/08/29 16:31:21] - 93 	 11.2 	 	 0.1860 	 0.4926 	 0.8277
[2020/08/29 16:31:32] - 94 	 11.1 	 	 0.1880 	 0.4951 	 0.8286
[2020/08/29 16:31:43] - 95 	 11.2 	 	 0.1900 	 0.4948 	 0.8290
[2020/08/29 16:31:55] - 96 	 11.1 	 	 0.1920 	 0.4968 	 0.8294
[2020/08/29 16:32:06] - 97 	 11.1 	 	 0.1940 	 0.5005 	 0.8267
[2020/08/29 16:32:17] - 98 	 11.2 	 	 0.1960 	 0.4907 	 0.8308
[2020/08/29 16:32:28] - 99 	 11.1 	 	 0.1980 	 0.4963 	 0.8277
[2020/08/29 16:32:39] - 100 	 11.1 	 	 0.2000 	 0.5010 	 0.8268
[2020/08/29 16:32:40] - == Test loss: 0.9988, Test acc: 0.7079
[2020/08/29 16:32:53] - 101 	 11.2 	 	 0.1980 	 0.5002 	 0.8282
[2020/08/29 16:33:04] - 102 	 11.1 	 	 0.1960 	 0.5042 	 0.8254
[2020/08/29 16:33:15] - 103 	 11.1 	 	 0.1940 	 0.4976 	 0.8285
[2020/08/29 16:33:26] - 104 	 11.1 	 	 0.1920 	 0.4961 	 0.8269
[2020/08/29 16:33:37] - 105 	 11.2 	 	 0.1900 	 0.4927 	 0.8304
[2020/08/29 16:33:49] - 106 	 11.1 	 	 0.1880 	 0.4850 	 0.8329
[2020/08/29 16:34:00] - 107 	 11.1 	 	 0.1860 	 0.4878 	 0.8315
[2020/08/29 16:34:11] - 108 	 11.1 	 	 0.1840 	 0.4865 	 0.8315
[2020/08/29 16:34:22] - 109 	 11.1 	 	 0.1820 	 0.4819 	 0.8330
[2020/08/29 16:34:33] - 110 	 11.1 	 	 0.1800 	 0.4872 	 0.8322
[2020/08/29 16:34:44] - 111 	 11.1 	 	 0.1780 	 0.4784 	 0.8342
[2020/08/29 16:34:55] - 112 	 11.2 	 	 0.1760 	 0.4798 	 0.8349
[2020/08/29 16:35:06] - 113 	 11.1 	 	 0.1740 	 0.4820 	 0.8334
[2020/08/29 16:35:18] - 114 	 11.2 	 	 0.1720 	 0.4739 	 0.8371
[2020/08/29 16:35:29] - 115 	 11.1 	 	 0.1700 	 0.4683 	 0.8408
[2020/08/29 16:35:40] - 116 	 11.2 	 	 0.1680 	 0.4763 	 0.8343
[2020/08/29 16:35:51] - 117 	 11.2 	 	 0.1660 	 0.4672 	 0.8390
[2020/08/29 16:36:02] - 118 	 11.1 	 	 0.1640 	 0.4719 	 0.8375
[2020/08/29 16:36:14] - 119 	 11.2 	 	 0.1620 	 0.4695 	 0.8378
[2020/08/29 16:36:25] - 120 	 11.2 	 	 0.1600 	 0.4631 	 0.8408
[2020/08/29 16:36:36] - 121 	 11.1 	 	 0.1580 	 0.4671 	 0.8401
[2020/08/29 16:36:47] - 122 	 11.2 	 	 0.1560 	 0.4502 	 0.8464
[2020/08/29 16:36:58] - 123 	 11.1 	 	 0.1540 	 0.4604 	 0.8387
[2020/08/29 16:37:09] - 124 	 11.1 	 	 0.1520 	 0.4554 	 0.8429
[2020/08/29 16:37:20] - 125 	 11.1 	 	 0.1500 	 0.4510 	 0.8442
[2020/08/29 16:37:31] - 126 	 11.1 	 	 0.1480 	 0.4539 	 0.8432
[2020/08/29 16:37:43] - 127 	 11.2 	 	 0.1460 	 0.4435 	 0.8454
[2020/08/29 16:37:54] - 128 	 11.1 	 	 0.1440 	 0.4467 	 0.8450
[2020/08/29 16:38:05] - 129 	 11.1 	 	 0.1420 	 0.4390 	 0.8480
[2020/08/29 16:38:16] - 130 	 11.2 	 	 0.1400 	 0.4375 	 0.8491
[2020/08/29 16:38:27] - 131 	 11.1 	 	 0.1380 	 0.4390 	 0.8470
[2020/08/29 16:38:38] - 132 	 11.1 	 	 0.1360 	 0.4407 	 0.8485
[2020/08/29 16:38:49] - 133 	 11.1 	 	 0.1340 	 0.4277 	 0.8524
[2020/08/29 16:39:01] - 134 	 11.2 	 	 0.1320 	 0.4286 	 0.8514
[2020/08/29 16:39:12] - 135 	 11.1 	 	 0.1300 	 0.4268 	 0.8520
[2020/08/29 16:39:23] - 136 	 11.1 	 	 0.1280 	 0.4220 	 0.8546
[2020/08/29 16:39:34] - 137 	 11.1 	 	 0.1260 	 0.4205 	 0.8547
[2020/08/29 16:39:45] - 138 	 11.2 	 	 0.1240 	 0.4140 	 0.8559
[2020/08/29 16:39:56] - 139 	 11.1 	 	 0.1220 	 0.4137 	 0.8572
[2020/08/29 16:40:07] - 140 	 11.1 	 	 0.1200 	 0.4208 	 0.8543
[2020/08/29 16:40:19] - 141 	 11.2 	 	 0.1180 	 0.4048 	 0.8600
[2020/08/29 16:40:30] - 142 	 11.1 	 	 0.1160 	 0.4076 	 0.8604
[2020/08/29 16:40:41] - 143 	 11.1 	 	 0.1140 	 0.4009 	 0.8604
[2020/08/29 16:40:52] - 144 	 11.1 	 	 0.1120 	 0.3961 	 0.8633
[2020/08/29 16:41:03] - 145 	 11.2 	 	 0.1100 	 0.3967 	 0.8625
[2020/08/29 16:41:14] - 146 	 11.1 	 	 0.1080 	 0.3932 	 0.8629
[2020/08/29 16:41:25] - 147 	 11.2 	 	 0.1060 	 0.3934 	 0.8644
[2020/08/29 16:41:37] - 148 	 11.1 	 	 0.1040 	 0.3971 	 0.8617
[2020/08/29 16:41:48] - 149 	 11.1 	 	 0.1020 	 0.3790 	 0.8710
[2020/08/29 16:41:59] - 150 	 11.1 	 	 0.1000 	 0.3806 	 0.8670
[2020/08/29 16:42:10] - 151 	 11.1 	 	 0.0980 	 0.3797 	 0.8673
[2020/08/29 16:42:21] - 152 	 11.2 	 	 0.0960 	 0.3726 	 0.8725
[2020/08/29 16:42:32] - 153 	 11.1 	 	 0.0940 	 0.3706 	 0.8721
[2020/08/29 16:42:43] - 154 	 11.1 	 	 0.0920 	 0.3640 	 0.8738
[2020/08/29 16:42:54] - 155 	 11.1 	 	 0.0900 	 0.3671 	 0.8738
[2020/08/29 16:43:06] - 156 	 11.1 	 	 0.0880 	 0.3641 	 0.8736
[2020/08/29 16:43:17] - 157 	 11.1 	 	 0.0860 	 0.3530 	 0.8788
[2020/08/29 16:43:28] - 158 	 11.1 	 	 0.0840 	 0.3541 	 0.8759
[2020/08/29 16:43:39] - 159 	 11.2 	 	 0.0820 	 0.3460 	 0.8787
[2020/08/29 16:43:50] - 160 	 11.1 	 	 0.0800 	 0.3447 	 0.8802
[2020/08/29 16:44:01] - 161 	 11.1 	 	 0.0780 	 0.3342 	 0.8840
[2020/08/29 16:44:12] - 162 	 11.1 	 	 0.0760 	 0.3313 	 0.8856
[2020/08/29 16:44:23] - 163 	 11.1 	 	 0.0740 	 0.3302 	 0.8857
[2020/08/29 16:44:35] - 164 	 11.1 	 	 0.0720 	 0.3247 	 0.8862
[2020/08/29 16:44:46] - 165 	 11.1 	 	 0.0700 	 0.3212 	 0.8888
[2020/08/29 16:44:57] - 166 	 11.1 	 	 0.0680 	 0.3132 	 0.8899
[2020/08/29 16:45:08] - 167 	 11.2 	 	 0.0660 	 0.3102 	 0.8928
[2020/08/29 16:45:19] - 168 	 11.1 	 	 0.0640 	 0.3025 	 0.8954
[2020/08/29 16:45:30] - 169 	 11.1 	 	 0.0620 	 0.2995 	 0.8952
[2020/08/29 16:45:41] - 170 	 11.2 	 	 0.0600 	 0.2901 	 0.8994
[2020/08/29 16:45:52] - 171 	 11.1 	 	 0.0580 	 0.2933 	 0.8980
[2020/08/29 16:46:04] - 172 	 11.1 	 	 0.0560 	 0.2773 	 0.9039
[2020/08/29 16:46:15] - 173 	 11.1 	 	 0.0540 	 0.2735 	 0.9055
[2020/08/29 16:46:26] - 174 	 11.1 	 	 0.0520 	 0.2681 	 0.9074
[2020/08/29 16:46:37] - 175 	 11.2 	 	 0.0500 	 0.2591 	 0.9101
[2020/08/29 16:46:48] - 176 	 11.1 	 	 0.0480 	 0.2546 	 0.9117
[2020/08/29 16:46:59] - 177 	 11.1 	 	 0.0460 	 0.2469 	 0.9141
[2020/08/29 16:47:10] - 178 	 11.1 	 	 0.0440 	 0.2391 	 0.9175
[2020/08/29 16:47:21] - 179 	 11.1 	 	 0.0420 	 0.2260 	 0.9215
[2020/08/29 16:47:33] - 180 	 11.1 	 	 0.0400 	 0.2250 	 0.9218
[2020/08/29 16:47:44] - 181 	 11.1 	 	 0.0380 	 0.2136 	 0.9259
[2020/08/29 16:47:55] - 182 	 11.1 	 	 0.0360 	 0.2079 	 0.9284
[2020/08/29 16:48:06] - 183 	 11.2 	 	 0.0340 	 0.1990 	 0.9292
[2020/08/29 16:48:17] - 184 	 11.1 	 	 0.0320 	 0.1844 	 0.9362
[2020/08/29 16:48:28] - 185 	 11.1 	 	 0.0300 	 0.1776 	 0.9377
[2020/08/29 16:48:39] - 186 	 11.2 	 	 0.0280 	 0.1670 	 0.9421
[2020/08/29 16:48:50] - 187 	 11.1 	 	 0.0260 	 0.1551 	 0.9466
[2020/08/29 16:49:02] - 188 	 11.1 	 	 0.0240 	 0.1379 	 0.9527
[2020/08/29 16:49:13] - 189 	 11.2 	 	 0.0220 	 0.1295 	 0.9555
[2020/08/29 16:49:24] - 190 	 11.1 	 	 0.0200 	 0.1143 	 0.9604
[2020/08/29 16:49:35] - 191 	 11.1 	 	 0.0180 	 0.1029 	 0.9648
[2020/08/29 16:49:46] - 192 	 11.2 	 	 0.0160 	 0.0880 	 0.9701
[2020/08/29 16:49:57] - 193 	 11.1 	 	 0.0140 	 0.0724 	 0.9762
[2020/08/29 16:50:08] - 194 	 11.1 	 	 0.0120 	 0.0615 	 0.9797
[2020/08/29 16:50:20] - 195 	 11.1 	 	 0.0100 	 0.0467 	 0.9848
[2020/08/29 16:50:31] - 196 	 11.1 	 	 0.0080 	 0.0357 	 0.9890
[2020/08/29 16:50:42] - 197 	 11.1 	 	 0.0060 	 0.0240 	 0.9930
[2020/08/29 16:50:53] - 198 	 11.1 	 	 0.0040 	 0.0172 	 0.9955
[2020/08/29 16:51:04] - 199 	 11.1 	 	 0.0020 	 0.0130 	 0.9968
[2020/08/29 16:51:15] - 200 	 11.2 	 	 0.0000 	 0.0110 	 0.9981
[2020/08/29 16:51:16] - == Test loss: 0.2756, Test acc: 0.9227
[2020/08/29 16:51:18] - == Training Finished. best_test_acc: 0.9227 ==
[2020/08/29 16:51:18] - == Total training time: 37.2702 minutes ==
