[2020/08/29 10:25:27] - {'architecture': 'resnet18', 'data_path': '~/.fastai/data', 'ckpt_path': './', 'ckpt_name': 'resnet18_shuffle_16', 'mean': [0.4914, 0.4822, 0.4465], 'std': [0.2471, 0.2435, 0.2616], 'epochs': 200, 'batch_size': 128, 'eval_freq': 100, 'workers': 2, 'lr_max': 0.2, 'lr_min': 0.0, 'momentum': 0.9, 'weight_decay': 0.0005, 'opt_level': 'O1', 'loss_scale': 1.0, 'master_weights': False, 'lr_schedule': 'cyclic', 'defense': 'Shuffle', 'block_size': 16, 'height': 32, 'width': 32, 'password': 'password', 'work_path': 'experiments/resnet18_shuffle_16/', 'seed': 42}
[2020/08/29 10:25:30] - Epoch 	 Seconds 	 LR 	 	 Train Loss 	 Train Acc
[2020/08/29 10:28:12] - 14 	 10.9 	 	 0.0280 	 1.2366 	 0.5540
[2020/08/29 10:28:23] - 15 	 10.9 	 	 0.0300 	 1.2212 	 0.5630
[2020/08/29 10:28:34] - 16 	 10.9 	 	 0.0320 	 1.2080 	 0.5672
[2020/08/29 10:28:44] - 17 	 11.0 	 	 0.0340 	 1.1885 	 0.5725
[2020/08/29 10:28:55] - 18 	 10.9 	 	 0.0360 	 1.1773 	 0.5789
[2020/08/29 10:29:06] - 19 	 10.9 	 	 0.0380 	 1.1634 	 0.5838
[2020/08/29 10:29:17] - 20 	 11.0 	 	 0.0400 	 1.1497 	 0.5883
[2020/08/29 10:29:28] - 21 	 10.9 	 	 0.0420 	 1.1438 	 0.5900
[2020/08/29 10:29:39] - 22 	 10.9 	 	 0.0440 	 1.1295 	 0.5952
[2020/08/29 10:29:50] - 23 	 11.0 	 	 0.0460 	 1.1184 	 0.6000
[2020/08/29 10:30:01] - 24 	 11.0 	 	 0.0480 	 1.1133 	 0.6009
[2020/08/29 10:30:12] - 25 	 10.9 	 	 0.0500 	 1.1024 	 0.6045
[2020/08/29 10:30:23] - 26 	 11.0 	 	 0.0520 	 1.0963 	 0.6076
[2020/08/29 10:30:34] - 27 	 11.2 	 	 0.0540 	 1.0848 	 0.6096
[2020/08/29 10:30:45] - 28 	 11.0 	 	 0.0560 	 1.0853 	 0.6136
[2020/08/29 10:30:57] - 29 	 11.4 	 	 0.0580 	 1.0802 	 0.6125
[2020/08/29 10:31:08] - 30 	 10.9 	 	 0.0600 	 1.0686 	 0.6185
[2020/08/29 10:31:19] - 31 	 10.9 	 	 0.0620 	 1.0680 	 0.6201
[2020/08/29 10:31:29] - 32 	 10.9 	 	 0.0640 	 1.0640 	 0.6222
[2020/08/29 10:31:40] - 33 	 10.9 	 	 0.0660 	 1.0628 	 0.6218
[2020/08/29 10:31:52] - 34 	 11.2 	 	 0.0680 	 1.0603 	 0.6241
[2020/08/29 10:32:03] - 35 	 11.5 	 	 0.0700 	 1.0653 	 0.6173
[2020/08/29 10:32:14] - 36 	 10.9 	 	 0.0720 	 1.0520 	 0.6243
[2020/08/29 10:32:25] - 37 	 10.9 	 	 0.0740 	 1.0560 	 0.6232
[2020/08/29 10:32:36] - 38 	 11.0 	 	 0.0760 	 1.0533 	 0.6231
[2020/08/29 10:32:47] - 39 	 10.9 	 	 0.0780 	 1.0454 	 0.6286
[2020/08/29 10:32:58] - 40 	 11.3 	 	 0.0800 	 1.0496 	 0.6272
[2020/08/29 10:33:09] - 41 	 10.9 	 	 0.0820 	 1.0389 	 0.6293
[2020/08/29 10:33:20] - 42 	 11.2 	 	 0.0840 	 1.0353 	 0.6286
[2020/08/29 10:33:31] - 43 	 11.1 	 	 0.0860 	 1.0386 	 0.6291
[2020/08/29 10:33:42] - 44 	 10.9 	 	 0.0880 	 1.0379 	 0.6291
[2020/08/29 10:33:53] - 45 	 11.0 	 	 0.0900 	 1.0368 	 0.6281
[2020/08/29 10:34:04] - 46 	 11.5 	 	 0.0920 	 1.0329 	 0.6321
[2020/08/29 10:34:15] - 47 	 10.9 	 	 0.0940 	 1.0334 	 0.6330
[2020/08/29 10:34:27] - 48 	 11.3 	 	 0.0960 	 1.0295 	 0.6328
[2020/08/29 10:34:38] - 49 	 11.4 	 	 0.0980 	 1.0320 	 0.6320
[2020/08/29 10:34:49] - 50 	 10.9 	 	 0.1000 	 1.0295 	 0.6321
[2020/08/29 10:35:00] - 51 	 11.0 	 	 0.1020 	 1.0225 	 0.6341
[2020/08/29 10:35:11] - 52 	 10.9 	 	 0.1040 	 1.0278 	 0.6361
[2020/08/29 10:35:22] - 53 	 11.4 	 	 0.1060 	 1.0229 	 0.6375
[2020/08/29 10:35:33] - 54 	 11.0 	 	 0.1080 	 1.0275 	 0.6351
[2020/08/29 10:35:44] - 55 	 10.9 	 	 0.1100 	 1.0209 	 0.6383
[2020/08/29 10:35:55] - 56 	 11.2 	 	 0.1120 	 1.0258 	 0.6334
[2020/08/29 10:36:06] - 57 	 11.0 	 	 0.1140 	 1.0224 	 0.6338
[2020/08/29 10:36:17] - 58 	 10.9 	 	 0.1160 	 1.0219 	 0.6368
[2020/08/29 10:36:29] - 59 	 11.3 	 	 0.1180 	 1.0201 	 0.6363
[2020/08/29 10:36:40] - 60 	 11.0 	 	 0.1200 	 1.0202 	 0.6347
[2020/08/29 10:36:50] - 61 	 10.9 	 	 0.1220 	 1.0252 	 0.6344
[2020/08/29 10:37:02] - 62 	 11.2 	 	 0.1240 	 1.0194 	 0.6388
[2020/08/29 10:37:13] - 63 	 11.2 	 	 0.1260 	 1.0174 	 0.6362
[2020/08/29 10:37:24] - 64 	 10.8 	 	 0.1280 	 1.0252 	 0.6336
[2020/08/29 10:37:35] - 65 	 11.5 	 	 0.1300 	 1.0178 	 0.6367
[2020/08/29 10:37:46] - 66 	 10.9 	 	 0.1320 	 1.0191 	 0.6346
[2020/08/29 10:37:57] - 67 	 10.9 	 	 0.1340 	 1.0208 	 0.6393
[2020/08/29 10:38:08] - 68 	 11.0 	 	 0.1360 	 1.0219 	 0.6374
[2020/08/29 10:38:19] - 69 	 10.9 	 	 0.1380 	 1.0151 	 0.6380
[2020/08/29 10:38:30] - 70 	 11.2 	 	 0.1400 	 1.0165 	 0.6402
[2020/08/29 10:38:41] - 71 	 11.0 	 	 0.1420 	 1.0184 	 0.6385
[2020/08/29 10:38:52] - 72 	 10.9 	 	 0.1440 	 1.0150 	 0.6393
[2020/08/29 10:39:03] - 73 	 11.3 	 	 0.1460 	 1.0226 	 0.6363
[2020/08/29 10:39:14] - 74 	 11.0 	 	 0.1480 	 1.0147 	 0.6383
[2020/08/29 10:39:25] - 75 	 10.9 	 	 0.1500 	 1.0155 	 0.6384
[2020/08/29 10:39:37] - 76 	 11.7 	 	 0.1520 	 1.0205 	 0.6358
[2020/08/29 10:39:48] - 77 	 10.9 	 	 0.1540 	 1.0203 	 0.6385
[2020/08/29 10:39:59] - 78 	 10.9 	 	 0.1560 	 1.0170 	 0.6376
[2020/08/29 10:40:10] - 79 	 10.9 	 	 0.1580 	 1.0193 	 0.6361
[2020/08/29 10:40:20] - 80 	 10.9 	 	 0.1600 	 1.0160 	 0.6354
[2020/08/29 10:40:32] - 81 	 11.2 	 	 0.1620 	 1.0175 	 0.6374
[2020/08/29 10:40:43] - 82 	 11.0 	 	 0.1640 	 1.0185 	 0.6366
[2020/08/29 10:40:54] - 83 	 10.9 	 	 0.1660 	 1.0208 	 0.6397
[2020/08/29 10:41:05] - 84 	 11.2 	 	 0.1680 	 1.0215 	 0.6369
[2020/08/29 10:41:16] - 85 	 11.1 	 	 0.1700 	 1.0234 	 0.6374
[2020/08/29 10:41:27] - 86 	 10.9 	 	 0.1720 	 1.0196 	 0.6362
[2020/08/29 10:41:38] - 87 	 11.0 	 	 0.1740 	 1.0212 	 0.6371
[2020/08/29 10:41:49] - 88 	 11.0 	 	 0.1760 	 1.0235 	 0.6355
[2020/08/29 10:42:00] - 89 	 10.9 	 	 0.1780 	 1.0201 	 0.6357
[2020/08/29 10:42:11] - 90 	 10.9 	 	 0.1800 	 1.0206 	 0.6377
[2020/08/29 10:42:21] - 91 	 10.9 	 	 0.1820 	 1.0228 	 0.6380
[2020/08/29 10:42:33] - 92 	 11.2 	 	 0.1840 	 1.0262 	 0.6364
[2020/08/29 10:42:44] - 93 	 11.0 	 	 0.1860 	 1.0244 	 0.6351
[2020/08/29 10:42:54] - 94 	 10.9 	 	 0.1880 	 1.0216 	 0.6379
[2020/08/29 10:43:06] - 95 	 11.2 	 	 0.1900 	 1.0244 	 0.6370
[2020/08/29 10:43:17] - 96 	 10.9 	 	 0.1920 	 1.0214 	 0.6372
[2020/08/29 10:43:27] - 97 	 10.9 	 	 0.1940 	 1.0229 	 0.6378
[2020/08/29 10:43:38] - 98 	 11.0 	 	 0.1960 	 1.0241 	 0.6380
[2020/08/29 10:43:49] - 99 	 10.9 	 	 0.1980 	 1.0229 	 0.6351
[2020/08/29 10:44:00] - 100 	 10.9 	 	 0.2000 	 1.0226 	 0.6356
[2020/08/29 10:44:01] - == Test loss: 1.0726, Test acc: 0.6261
[2020/08/29 10:44:16] - 101 	 11.2 	 	 0.1980 	 1.0251 	 0.6338
[2020/08/29 10:44:27] - 102 	 10.8 	 	 0.1960 	 1.0189 	 0.6394
[2020/08/29 10:44:38] - 103 	 11.2 	 	 0.1940 	 1.0191 	 0.6390
[2020/08/29 10:44:49] - 104 	 11.0 	 	 0.1920 	 1.0186 	 0.6386
[2020/08/29 10:45:00] - 105 	 10.9 	 	 0.1900 	 1.0131 	 0.6417
[2020/08/29 10:45:11] - 106 	 11.0 	 	 0.1880 	 1.0107 	 0.6398
[2020/08/29 10:45:22] - 107 	 11.0 	 	 0.1860 	 1.0085 	 0.6423
[2020/08/29 10:45:33] - 108 	 10.9 	 	 0.1840 	 1.0111 	 0.6410
[2020/08/29 10:45:44] - 109 	 11.3 	 	 0.1820 	 1.0050 	 0.6432
[2020/08/29 10:45:55] - 110 	 11.1 	 	 0.1800 	 1.0087 	 0.6411
[2020/08/29 10:46:06] - 111 	 10.9 	 	 0.1780 	 1.0020 	 0.6457
[2020/08/29 10:46:17] - 112 	 10.9 	 	 0.1760 	 0.9973 	 0.6468
[2020/08/29 10:46:28] - 113 	 10.9 	 	 0.1740 	 0.9976 	 0.6465
[2020/08/29 10:46:39] - 114 	 11.1 	 	 0.1720 	 0.9950 	 0.6451
[2020/08/29 10:46:50] - 115 	 11.0 	 	 0.1700 	 0.9903 	 0.6478
[2020/08/29 10:47:01] - 116 	 10.9 	 	 0.1680 	 0.9912 	 0.6476
[2020/08/29 10:47:13] - 117 	 11.6 	 	 0.1660 	 0.9842 	 0.6526
[2020/08/29 10:47:24] - 118 	 11.0 	 	 0.1640 	 0.9914 	 0.6479
[2020/08/29 10:47:34] - 119 	 10.9 	 	 0.1620 	 0.9803 	 0.6518
[2020/08/29 10:47:45] - 120 	 10.9 	 	 0.1600 	 0.9844 	 0.6489
[2020/08/29 10:47:56] - 121 	 10.9 	 	 0.1580 	 0.9802 	 0.6533
[2020/08/29 10:48:07] - 122 	 10.9 	 	 0.1560 	 0.9737 	 0.6539
[2020/08/29 10:48:18] - 123 	 11.2 	 	 0.1540 	 0.9703 	 0.6559
[2020/08/29 10:48:29] - 124 	 10.9 	 	 0.1520 	 0.9719 	 0.6546
[2020/08/29 10:48:40] - 125 	 10.9 	 	 0.1500 	 0.9664 	 0.6576
[2020/08/29 10:48:51] - 126 	 11.2 	 	 0.1480 	 0.9625 	 0.6582
[2020/08/29 10:49:02] - 127 	 10.9 	 	 0.1460 	 0.9644 	 0.6591
[2020/08/29 10:49:13] - 128 	 11.0 	 	 0.1440 	 0.9603 	 0.6583
[2020/08/29 10:49:24] - 129 	 10.9 	 	 0.1420 	 0.9570 	 0.6601
[2020/08/29 10:49:35] - 130 	 10.9 	 	 0.1400 	 0.9546 	 0.6612
[2020/08/29 10:49:46] - 131 	 11.0 	 	 0.1380 	 0.9517 	 0.6610
[2020/08/29 10:49:57] - 132 	 11.0 	 	 0.1360 	 0.9449 	 0.6668
[2020/08/29 10:50:08] - 133 	 10.9 	 	 0.1340 	 0.9406 	 0.6653
[2020/08/29 10:50:19] - 134 	 10.9 	 	 0.1320 	 0.9388 	 0.6661
[2020/08/29 10:50:30] - 135 	 10.9 	 	 0.1300 	 0.9378 	 0.6681
[2020/08/29 10:50:41] - 136 	 10.9 	 	 0.1280 	 0.9360 	 0.6683
[2020/08/29 10:50:52] - 137 	 11.1 	 	 0.1260 	 0.9307 	 0.6690
[2020/08/29 10:51:03] - 138 	 11.0 	 	 0.1240 	 0.9249 	 0.6723
[2020/08/29 10:51:14] - 139 	 10.9 	 	 0.1220 	 0.9199 	 0.6743
[2020/08/29 10:51:25] - 140 	 11.6 	 	 0.1200 	 0.9238 	 0.6730
[2020/08/29 10:51:36] - 141 	 10.9 	 	 0.1180 	 0.9229 	 0.6718
[2020/08/29 10:51:48] - 142 	 11.5 	 	 0.1160 	 0.9146 	 0.6758
[2020/08/29 10:51:59] - 143 	 11.0 	 	 0.1140 	 0.9138 	 0.6764
[2020/08/29 10:52:10] - 144 	 10.9 	 	 0.1120 	 0.9088 	 0.6763
[2020/08/29 10:52:21] - 145 	 11.0 	 	 0.1100 	 0.9032 	 0.6795
[2020/08/29 10:52:32] - 146 	 10.9 	 	 0.1080 	 0.8966 	 0.6807
[2020/08/29 10:52:42] - 147 	 10.8 	 	 0.1060 	 0.8877 	 0.6847
[2020/08/29 10:52:53] - 148 	 10.9 	 	 0.1040 	 0.8895 	 0.6857
[2020/08/29 10:53:04] - 149 	 10.9 	 	 0.1020 	 0.8864 	 0.6853
[2020/08/29 10:53:15] - 150 	 10.9 	 	 0.1000 	 0.8874 	 0.6860
[2020/08/29 10:53:26] - 151 	 10.9 	 	 0.0980 	 0.8746 	 0.6897
[2020/08/29 10:53:37] - 152 	 10.9 	 	 0.0960 	 0.8783 	 0.6867
[2020/08/29 10:53:48] - 153 	 10.9 	 	 0.0940 	 0.8743 	 0.6907
[2020/08/29 10:53:59] - 154 	 10.9 	 	 0.0920 	 0.8634 	 0.6944
[2020/08/29 10:54:10] - 155 	 10.9 	 	 0.0900 	 0.8632 	 0.6942
[2020/08/29 10:54:21] - 156 	 11.3 	 	 0.0880 	 0.8570 	 0.6966
[2020/08/29 10:54:33] - 157 	 11.8 	 	 0.0860 	 0.8518 	 0.6977
[2020/08/29 10:54:44] - 158 	 10.9 	 	 0.0840 	 0.8508 	 0.7003
[2020/08/29 10:54:55] - 159 	 11.4 	 	 0.0820 	 0.8384 	 0.7030
[2020/08/29 10:55:06] - 160 	 11.2 	 	 0.0800 	 0.8373 	 0.7036
[2020/08/29 10:55:17] - 161 	 10.9 	 	 0.0780 	 0.8263 	 0.7061
[2020/08/29 10:55:28] - 162 	 11.3 	 	 0.0760 	 0.8233 	 0.7076
[2020/08/29 10:55:40] - 163 	 11.5 	 	 0.0740 	 0.8151 	 0.7111
[2020/08/29 10:55:51] - 164 	 11.3 	 	 0.0720 	 0.8121 	 0.7129
[2020/08/29 10:56:02] - 165 	 11.0 	 	 0.0700 	 0.8058 	 0.7133
[2020/08/29 10:56:13] - 166 	 10.9 	 	 0.0680 	 0.7960 	 0.7181
[2020/08/29 10:56:24] - 167 	 11.3 	 	 0.0660 	 0.7948 	 0.7181
[2020/08/29 10:56:35] - 168 	 10.9 	 	 0.0640 	 0.7786 	 0.7242
[2020/08/29 10:56:46] - 169 	 10.9 	 	 0.0620 	 0.7793 	 0.7247
[2020/08/29 10:56:57] - 170 	 11.1 	 	 0.0600 	 0.7644 	 0.7293
[2020/08/29 10:57:09] - 171 	 11.3 	 	 0.0580 	 0.7620 	 0.7300
[2020/08/29 10:57:20] - 172 	 10.9 	 	 0.0560 	 0.7582 	 0.7302
[2020/08/29 10:57:31] - 173 	 11.1 	 	 0.0540 	 0.7456 	 0.7352
[2020/08/29 10:57:42] - 174 	 11.0 	 	 0.0520 	 0.7390 	 0.7394
[2020/08/29 10:57:52] - 175 	 10.9 	 	 0.0500 	 0.7246 	 0.7435
[2020/08/29 10:58:04] - 176 	 11.3 	 	 0.0480 	 0.7167 	 0.7445
[2020/08/29 10:58:15] - 177 	 10.9 	 	 0.0460 	 0.7055 	 0.7516
[2020/08/29 10:58:26] - 178 	 11.3 	 	 0.0440 	 0.6986 	 0.7532
[2020/08/29 10:58:37] - 179 	 10.9 	 	 0.0420 	 0.6907 	 0.7553
[2020/08/29 10:58:48] - 180 	 10.9 	 	 0.0400 	 0.6740 	 0.7606
[2020/08/29 10:58:59] - 181 	 11.5 	 	 0.0380 	 0.6593 	 0.7668
[2020/08/29 10:59:10] - 182 	 11.0 	 	 0.0360 	 0.6519 	 0.7692
[2020/08/29 10:59:21] - 183 	 10.9 	 	 0.0340 	 0.6372 	 0.7712
[2020/08/29 10:59:32] - 184 	 11.1 	 	 0.0320 	 0.6171 	 0.7801
[2020/08/29 10:59:43] - 185 	 11.0 	 	 0.0300 	 0.6047 	 0.7864
[2020/08/29 10:59:54] - 186 	 10.9 	 	 0.0280 	 0.5882 	 0.7906
[2020/08/29 11:00:05] - 187 	 11.0 	 	 0.0260 	 0.5708 	 0.7994
[2020/08/29 11:00:16] - 188 	 11.0 	 	 0.0240 	 0.5489 	 0.8033
[2020/08/29 11:00:27] - 189 	 10.9 	 	 0.0220 	 0.5307 	 0.8115
[2020/08/29 11:00:38] - 190 	 11.1 	 	 0.0200 	 0.5124 	 0.8186
[2020/08/29 11:00:49] - 191 	 10.9 	 	 0.0180 	 0.4832 	 0.8283
[2020/08/29 11:01:01] - 192 	 11.3 	 	 0.0160 	 0.4573 	 0.8375
[2020/08/29 11:01:11] - 193 	 11.0 	 	 0.0140 	 0.4273 	 0.8481
[2020/08/29 11:01:22] - 194 	 10.9 	 	 0.0120 	 0.3965 	 0.8590
[2020/08/29 11:01:34] - 195 	 11.6 	 	 0.0100 	 0.3574 	 0.8736
[2020/08/29 11:01:45] - 196 	 11.0 	 	 0.0080 	 0.3221 	 0.8867
[2020/08/29 11:01:56] - 197 	 10.9 	 	 0.0060 	 0.2885 	 0.8995
[2020/08/29 11:02:07] - 198 	 11.0 	 	 0.0040 	 0.2477 	 0.9151
[2020/08/29 11:02:18] - 199 	 10.9 	 	 0.0020 	 0.2096 	 0.9283
[2020/08/29 11:02:29] - 200 	 10.9 	 	 0.0000 	 0.1846 	 0.9407
[2020/08/29 11:02:30] - == Test loss: 0.7733, Test acc: 0.7725
[2020/08/29 11:02:37] - == Training Finished. best_test_acc: 0.7725 ==
[2020/08/29 11:02:37] - == Total training time: 37.1184 minutes ==
