[2020/09/02 17:12:35] - {'architecture': 'resnet18', 'data_path': '~/.fastai/data', 'ckpt_path': './', 'ckpt_name': 'resnet18_np_8', 'mean': [0.4914, 0.4822, 0.4465], 'std': [0.2471, 0.2435, 0.2616], 'epochs': 200, 'batch_size': 128, 'eval_freq': 100, 'workers': 2, 'lr_max': 0.2, 'lr_min': 0.0, 'momentum': 0.9, 'weight_decay': 0.0005, 'opt_level': 'O1', 'loss_scale': 1.0, 'master_weights': False, 'lr_schedule': 'cyclic', 'defense': 'NP', 'block_size': 8, 'height': 32, 'width': 32, 'password': 'password', 'work_path': 'experiments/resnet18_np_8', 'seed': 42}
[2020/09/02 17:12:38] - Epoch 	 Seconds 	 LR 	 	 Train Loss 	 Train Acc
[2020/09/02 17:19:00] - 36 	 10.6 	 	 0.0720 	 0.4919 	 0.8255
[2020/09/02 17:19:11] - 37 	 11.0 	 	 0.0740 	 0.4903 	 0.8279
[2020/09/02 17:19:22] - 38 	 10.4 	 	 0.0760 	 0.4902 	 0.8284
[2020/09/02 17:19:32] - 39 	 10.5 	 	 0.0780 	 0.4895 	 0.8290
[2020/09/02 17:19:43] - 40 	 10.5 	 	 0.0800 	 0.4926 	 0.8265
[2020/09/02 17:19:53] - 41 	 10.4 	 	 0.0820 	 0.4925 	 0.8278
[2020/09/02 17:20:04] - 42 	 10.9 	 	 0.0840 	 0.4888 	 0.8273
[2020/09/02 17:20:15] - 43 	 10.7 	 	 0.0860 	 0.4919 	 0.8272
[2020/09/02 17:20:25] - 44 	 10.5 	 	 0.0880 	 0.4912 	 0.8279
[2020/09/02 17:20:36] - 45 	 10.4 	 	 0.0900 	 0.4947 	 0.8283
[2020/09/02 17:20:46] - 46 	 10.4 	 	 0.0920 	 0.4823 	 0.8317
[2020/09/02 17:20:57] - 47 	 10.4 	 	 0.0940 	 0.4900 	 0.8295
[2020/09/02 17:21:07] - 48 	 10.6 	 	 0.0960 	 0.4939 	 0.8268
[2020/09/02 17:21:18] - 49 	 10.4 	 	 0.0980 	 0.4900 	 0.8299
[2020/09/02 17:21:28] - 50 	 10.6 	 	 0.1000 	 0.4969 	 0.8258
[2020/09/02 17:21:39] - 51 	 10.5 	 	 0.1020 	 0.4876 	 0.8286
[2020/09/02 17:21:49] - 52 	 10.4 	 	 0.1040 	 0.4888 	 0.8281
[2020/09/02 17:22:00] - 53 	 10.6 	 	 0.1060 	 0.4911 	 0.8290
[2020/09/02 17:22:10] - 54 	 10.6 	 	 0.1080 	 0.4942 	 0.8285
[2020/09/02 17:22:21] - 55 	 10.4 	 	 0.1100 	 0.4988 	 0.8236
[2020/09/02 17:22:32] - 56 	 10.7 	 	 0.1120 	 0.4976 	 0.8259
[2020/09/02 17:22:42] - 57 	 10.6 	 	 0.1140 	 0.4947 	 0.8256
[2020/09/02 17:22:53] - 58 	 10.4 	 	 0.1160 	 0.4936 	 0.8284
[2020/09/02 17:23:03] - 59 	 10.5 	 	 0.1180 	 0.5001 	 0.8275
[2020/09/02 17:23:14] - 60 	 10.5 	 	 0.1200 	 0.5003 	 0.8253
[2020/09/02 17:23:24] - 61 	 10.5 	 	 0.1220 	 0.5030 	 0.8244
[2020/09/02 17:23:35] - 62 	 10.4 	 	 0.1240 	 0.4965 	 0.8253
[2020/09/02 17:23:45] - 63 	 10.5 	 	 0.1260 	 0.4974 	 0.8258
[2020/09/02 17:23:55] - 64 	 10.4 	 	 0.1280 	 0.5008 	 0.8245
[2020/09/02 17:24:06] - 65 	 10.6 	 	 0.1300 	 0.5034 	 0.8224
[2020/09/02 17:24:17] - 66 	 10.5 	 	 0.1320 	 0.5024 	 0.8246
[2020/09/02 17:24:27] - 67 	 10.4 	 	 0.1340 	 0.5077 	 0.8230
[2020/09/02 17:24:37] - 68 	 10.4 	 	 0.1360 	 0.5058 	 0.8232
[2020/09/02 17:24:48] - 69 	 10.5 	 	 0.1380 	 0.5053 	 0.8237
[2020/09/02 17:24:58] - 70 	 10.4 	 	 0.1400 	 0.5060 	 0.8237
[2020/09/02 17:25:09] - 71 	 10.5 	 	 0.1420 	 0.5076 	 0.8240
[2020/09/02 17:25:19] - 72 	 10.6 	 	 0.1440 	 0.5047 	 0.8252
[2020/09/02 17:25:30] - 73 	 10.4 	 	 0.1460 	 0.5097 	 0.8212
[2020/09/02 17:25:40] - 74 	 10.4 	 	 0.1480 	 0.5069 	 0.8225
[2020/09/02 17:25:51] - 75 	 10.4 	 	 0.1500 	 0.5097 	 0.8244
[2020/09/02 17:26:01] - 76 	 10.4 	 	 0.1520 	 0.5059 	 0.8231
[2020/09/02 17:26:12] - 77 	 10.5 	 	 0.1540 	 0.5102 	 0.8231
[2020/09/02 17:26:22] - 78 	 10.5 	 	 0.1560 	 0.5052 	 0.8238
[2020/09/02 17:26:33] - 79 	 10.4 	 	 0.1580 	 0.5117 	 0.8203
[2020/09/02 17:26:43] - 80 	 10.4 	 	 0.1600 	 0.5119 	 0.8212
[2020/09/02 17:26:53] - 81 	 10.4 	 	 0.1620 	 0.5092 	 0.8239
[2020/09/02 17:27:04] - 82 	 10.4 	 	 0.1640 	 0.5096 	 0.8233
[2020/09/02 17:27:14] - 83 	 10.5 	 	 0.1660 	 0.5162 	 0.8217
[2020/09/02 17:27:25] - 84 	 10.5 	 	 0.1680 	 0.5110 	 0.8212
[2020/09/02 17:27:35] - 85 	 10.4 	 	 0.1700 	 0.5113 	 0.8235
[2020/09/02 17:27:46] - 86 	 10.6 	 	 0.1720 	 0.5160 	 0.8189
[2020/09/02 17:27:56] - 87 	 10.5 	 	 0.1740 	 0.5060 	 0.8248
[2020/09/02 17:28:07] - 88 	 10.5 	 	 0.1760 	 0.5116 	 0.8214
[2020/09/02 17:28:17] - 89 	 10.5 	 	 0.1780 	 0.5071 	 0.8232
[2020/09/02 17:28:28] - 90 	 10.6 	 	 0.1800 	 0.5065 	 0.8238
[2020/09/02 17:28:38] - 91 	 10.6 	 	 0.1820 	 0.5053 	 0.8241
[2020/09/02 17:28:49] - 92 	 10.4 	 	 0.1840 	 0.5082 	 0.8232
[2020/09/02 17:28:59] - 93 	 10.4 	 	 0.1860 	 0.5001 	 0.8256
[2020/09/02 17:29:10] - 94 	 10.4 	 	 0.1880 	 0.4985 	 0.8265
[2020/09/02 17:29:20] - 95 	 10.4 	 	 0.1900 	 0.4965 	 0.8264
[2020/09/02 17:29:31] - 96 	 10.4 	 	 0.1920 	 0.4954 	 0.8274
[2020/09/02 17:29:41] - 97 	 10.5 	 	 0.1940 	 0.5021 	 0.8248
[2020/09/02 17:29:52] - 98 	 10.4 	 	 0.1960 	 0.4898 	 0.8299
[2020/09/02 17:30:02] - 99 	 10.4 	 	 0.1980 	 0.4883 	 0.8302
[2020/09/02 17:30:12] - 100 	 10.4 	 	 0.2000 	 0.4901 	 0.8304
[2020/09/02 17:30:13] - == Test loss: 0.7808, Test acc: 0.7400
[2020/09/02 17:30:30] - 101 	 10.4 	 	 0.1980 	 0.4834 	 0.8320
[2020/09/02 17:30:41] - 102 	 10.5 	 	 0.1960 	 0.4866 	 0.8308
[2020/09/02 17:30:51] - 103 	 10.4 	 	 0.1940 	 0.4802 	 0.8333
[2020/09/02 17:31:01] - 104 	 10.3 	 	 0.1920 	 0.4748 	 0.8348
[2020/09/02 17:31:12] - 105 	 10.4 	 	 0.1900 	 0.4726 	 0.8360
[2020/09/02 17:31:22] - 106 	 10.4 	 	 0.1880 	 0.4692 	 0.8370
[2020/09/02 17:31:33] - 107 	 10.4 	 	 0.1860 	 0.4633 	 0.8390
[2020/09/02 17:31:43] - 108 	 10.5 	 	 0.1840 	 0.4597 	 0.8402
[2020/09/02 17:31:54] - 109 	 10.6 	 	 0.1820 	 0.4603 	 0.8399
[2020/09/02 17:32:04] - 110 	 10.4 	 	 0.1800 	 0.4544 	 0.8410
[2020/09/02 17:32:14] - 111 	 10.5 	 	 0.1780 	 0.4526 	 0.8428
[2020/09/02 17:32:25] - 112 	 10.6 	 	 0.1760 	 0.4511 	 0.8417
[2020/09/02 17:32:35] - 113 	 10.4 	 	 0.1740 	 0.4421 	 0.8471
[2020/09/02 17:32:46] - 114 	 10.5 	 	 0.1720 	 0.4456 	 0.8457
[2020/09/02 17:32:56] - 115 	 10.4 	 	 0.1700 	 0.4438 	 0.8453
[2020/09/02 17:33:07] - 116 	 10.4 	 	 0.1680 	 0.4421 	 0.8479
[2020/09/02 17:33:17] - 117 	 10.4 	 	 0.1660 	 0.4372 	 0.8488
[2020/09/02 17:33:28] - 118 	 10.4 	 	 0.1640 	 0.4337 	 0.8502
[2020/09/02 17:33:38] - 119 	 10.3 	 	 0.1620 	 0.4408 	 0.8469
[2020/09/02 17:33:48] - 120 	 10.5 	 	 0.1600 	 0.4301 	 0.8505
[2020/09/02 17:33:59] - 121 	 10.4 	 	 0.1580 	 0.4263 	 0.8505
[2020/09/02 17:34:09] - 122 	 10.4 	 	 0.1560 	 0.4235 	 0.8551
[2020/09/02 17:34:20] - 123 	 10.4 	 	 0.1540 	 0.4260 	 0.8516
[2020/09/02 17:34:30] - 124 	 10.5 	 	 0.1520 	 0.4170 	 0.8562
[2020/09/02 17:34:40] - 125 	 10.4 	 	 0.1500 	 0.4192 	 0.8547
[2020/09/02 17:34:51] - 126 	 10.7 	 	 0.1480 	 0.4154 	 0.8543
[2020/09/02 17:35:02] - 127 	 10.4 	 	 0.1460 	 0.4125 	 0.8567
[2020/09/02 17:35:12] - 128 	 10.4 	 	 0.1440 	 0.4086 	 0.8583
[2020/09/02 17:35:23] - 129 	 10.5 	 	 0.1420 	 0.4033 	 0.8596
[2020/09/02 17:35:33] - 130 	 10.4 	 	 0.1400 	 0.4034 	 0.8602
[2020/09/02 17:35:43] - 131 	 10.4 	 	 0.1380 	 0.4004 	 0.8617
[2020/09/02 17:35:54] - 132 	 10.4 	 	 0.1360 	 0.3990 	 0.8623
[2020/09/02 17:36:04] - 133 	 10.4 	 	 0.1340 	 0.3965 	 0.8619
[2020/09/02 17:36:15] - 134 	 10.4 	 	 0.1320 	 0.3943 	 0.8630
[2020/09/02 17:36:25] - 135 	 10.6 	 	 0.1300 	 0.3902 	 0.8650
[2020/09/02 17:36:36] - 136 	 10.4 	 	 0.1280 	 0.3867 	 0.8660
[2020/09/02 17:36:46] - 137 	 10.4 	 	 0.1260 	 0.3867 	 0.8650
[2020/09/02 17:36:56] - 138 	 10.4 	 	 0.1240 	 0.3831 	 0.8671
[2020/09/02 17:37:07] - 139 	 10.5 	 	 0.1220 	 0.3760 	 0.8703
[2020/09/02 17:37:17] - 140 	 10.4 	 	 0.1200 	 0.3801 	 0.8676
[2020/09/02 17:37:28] - 141 	 10.4 	 	 0.1180 	 0.3742 	 0.8692
[2020/09/02 17:37:38] - 142 	 10.4 	 	 0.1160 	 0.3691 	 0.8711
[2020/09/02 17:37:49] - 143 	 10.4 	 	 0.1140 	 0.3662 	 0.8741
[2020/09/02 17:37:59] - 144 	 10.5 	 	 0.1120 	 0.3664 	 0.8728
[2020/09/02 17:38:10] - 145 	 10.5 	 	 0.1100 	 0.3580 	 0.8775
[2020/09/02 17:38:20] - 146 	 10.4 	 	 0.1080 	 0.3598 	 0.8739
[2020/09/02 17:38:30] - 147 	 10.4 	 	 0.1060 	 0.3494 	 0.8788
[2020/09/02 17:38:41] - 148 	 10.4 	 	 0.1040 	 0.3488 	 0.8783
[2020/09/02 17:38:51] - 149 	 10.4 	 	 0.1020 	 0.3452 	 0.8792
[2020/09/02 17:39:02] - 150 	 10.7 	 	 0.1000 	 0.3423 	 0.8805
[2020/09/02 17:39:12] - 151 	 10.4 	 	 0.0980 	 0.3395 	 0.8830
[2020/09/02 17:39:23] - 152 	 10.5 	 	 0.0960 	 0.3405 	 0.8813
[2020/09/02 17:39:33] - 153 	 10.4 	 	 0.0940 	 0.3312 	 0.8842
[2020/09/02 17:39:44] - 154 	 10.4 	 	 0.0920 	 0.3370 	 0.8822
[2020/09/02 17:39:54] - 155 	 10.4 	 	 0.0900 	 0.3276 	 0.8853
[2020/09/02 17:40:05] - 156 	 10.6 	 	 0.0880 	 0.3231 	 0.8879
[2020/09/02 17:40:15] - 157 	 10.4 	 	 0.0860 	 0.3191 	 0.8885
[2020/09/02 17:40:26] - 158 	 10.5 	 	 0.0840 	 0.3191 	 0.8885
[2020/09/02 17:40:36] - 159 	 10.4 	 	 0.0820 	 0.3097 	 0.8926
[2020/09/02 17:40:46] - 160 	 10.4 	 	 0.0800 	 0.3051 	 0.8938
[2020/09/02 17:40:57] - 161 	 10.4 	 	 0.0780 	 0.3066 	 0.8928
[2020/09/02 17:41:07] - 162 	 10.5 	 	 0.0760 	 0.2987 	 0.8960
[2020/09/02 17:41:18] - 163 	 10.4 	 	 0.0740 	 0.2922 	 0.8982
[2020/09/02 17:41:28] - 164 	 10.5 	 	 0.0720 	 0.2880 	 0.8999
[2020/09/02 17:41:39] - 165 	 10.6 	 	 0.0700 	 0.2877 	 0.8997
[2020/09/02 17:41:49] - 166 	 10.4 	 	 0.0680 	 0.2804 	 0.9034
[2020/09/02 17:42:00] - 167 	 11.0 	 	 0.0660 	 0.2723 	 0.9049
[2020/09/02 17:42:11] - 168 	 10.4 	 	 0.0640 	 0.2700 	 0.9054
[2020/09/02 17:42:21] - 169 	 10.4 	 	 0.0620 	 0.2666 	 0.9052
[2020/09/02 17:42:31] - 170 	 10.4 	 	 0.0600 	 0.2581 	 0.9113
[2020/09/02 17:42:42] - 171 	 10.6 	 	 0.0580 	 0.2565 	 0.9100
[2020/09/02 17:42:52] - 172 	 10.4 	 	 0.0560 	 0.2468 	 0.9137
[2020/09/02 17:43:03] - 173 	 10.5 	 	 0.0540 	 0.2457 	 0.9147
[2020/09/02 17:43:14] - 174 	 10.5 	 	 0.0520 	 0.2343 	 0.9176
[2020/09/02 17:43:24] - 175 	 10.4 	 	 0.0500 	 0.2287 	 0.9201
[2020/09/02 17:43:34] - 176 	 10.5 	 	 0.0480 	 0.2257 	 0.9214
[2020/09/02 17:43:45] - 177 	 10.7 	 	 0.0460 	 0.2193 	 0.9232
[2020/09/02 17:43:56] - 178 	 10.4 	 	 0.0440 	 0.2076 	 0.9271
[2020/09/02 17:44:06] - 179 	 10.5 	 	 0.0420 	 0.2035 	 0.9298
[2020/09/02 17:44:17] - 180 	 10.5 	 	 0.0400 	 0.1867 	 0.9336
[2020/09/02 17:44:27] - 181 	 10.4 	 	 0.0380 	 0.1813 	 0.9373
[2020/09/02 17:44:38] - 182 	 10.4 	 	 0.0360 	 0.1730 	 0.9395
[2020/09/02 17:44:48] - 183 	 10.5 	 	 0.0340 	 0.1694 	 0.9417
[2020/09/02 17:44:58] - 184 	 10.4 	 	 0.0320 	 0.1574 	 0.9455
[2020/09/02 17:45:09] - 185 	 10.7 	 	 0.0300 	 0.1523 	 0.9469
[2020/09/02 17:45:20] - 186 	 10.5 	 	 0.0280 	 0.1399 	 0.9517
[2020/09/02 17:45:30] - 187 	 10.4 	 	 0.0260 	 0.1313 	 0.9541
[2020/09/02 17:45:41] - 188 	 10.7 	 	 0.0240 	 0.1119 	 0.9603
[2020/09/02 17:45:51] - 189 	 10.5 	 	 0.0220 	 0.1003 	 0.9659
[2020/09/02 17:46:02] - 190 	 10.4 	 	 0.0200 	 0.0930 	 0.9679
[2020/09/02 17:46:12] - 191 	 10.5 	 	 0.0180 	 0.0786 	 0.9738
[2020/09/02 17:46:23] - 192 	 10.4 	 	 0.0160 	 0.0677 	 0.9780
[2020/09/02 17:46:33] - 193 	 10.4 	 	 0.0140 	 0.0538 	 0.9825
[2020/09/02 17:46:43] - 194 	 10.5 	 	 0.0120 	 0.0416 	 0.9872
[2020/09/02 17:46:54] - 195 	 10.4 	 	 0.0100 	 0.0326 	 0.9900
[2020/09/02 17:47:04] - 196 	 10.4 	 	 0.0080 	 0.0247 	 0.9927
[2020/09/02 17:47:15] - 197 	 10.6 	 	 0.0060 	 0.0173 	 0.9955
[2020/09/02 17:47:25] - 198 	 10.4 	 	 0.0040 	 0.0127 	 0.9972
[2020/09/02 17:47:36] - 199 	 10.4 	 	 0.0020 	 0.0102 	 0.9981
[2020/09/02 17:47:46] - 200 	 10.4 	 	 0.0000 	 0.0091 	 0.9983
[2020/09/02 17:47:47] - == Test loss: 0.3054, Test acc: 0.9154
[2020/09/02 17:47:49] - == Training Finished. best_test_acc: 0.9154 ==
[2020/09/02 17:47:49] - == Total training time: 35.1864 minutes ==
