[2020/08/29 22:08:18] - {'architecture': 'resnet18', 'data_path': '~/.fastai/data', 'ckpt_path': './', 'ckpt_name': 'resnet18_ffx_16', 'mean': [0.4914, 0.4822, 0.4465], 'std': [0.2471, 0.2435, 0.2616], 'epochs': 200, 'batch_size': 128, 'eval_freq': 100, 'workers': 2, 'lr_max': 0.2, 'lr_min': 0.0, 'momentum': 0.9, 'weight_decay': 0.0005, 'opt_level': 'O1', 'loss_scale': 1.0, 'master_weights': False, 'lr_schedule': 'cyclic', 'defense': 'FFX', 'block_size': 16, 'height': 32, 'width': 32, 'password': 'password', 'work_path': 'experiments/resnet18_ffx_16/', 'seed': 42}
[2020/08/29 22:08:22] - Epoch 	 Seconds 	 LR 	 	 Train Loss 	 Train Acc
[2020/08/29 22:13:15] - 26 	 11.2 	 	 0.0520 	 0.5382 	 0.8111
[2020/08/29 22:13:26] - 27 	 11.1 	 	 0.0540 	 0.5232 	 0.8180
[2020/08/29 22:13:37] - 28 	 11.2 	 	 0.0560 	 0.5189 	 0.8179
[2020/08/29 22:13:48] - 29 	 11.2 	 	 0.0580 	 0.5138 	 0.8211
[2020/08/29 22:13:59] - 30 	 11.2 	 	 0.0600 	 0.5072 	 0.8227
[2020/08/29 22:14:10] - 31 	 11.1 	 	 0.0620 	 0.5130 	 0.8214
[2020/08/29 22:14:22] - 32 	 11.2 	 	 0.0640 	 0.5121 	 0.8219
[2020/08/29 22:14:33] - 33 	 11.1 	 	 0.0660 	 0.5008 	 0.8244
[2020/08/29 22:14:44] - 34 	 11.2 	 	 0.0680 	 0.5031 	 0.8232
[2020/08/29 22:14:55] - 35 	 11.1 	 	 0.0700 	 0.5027 	 0.8248
[2020/08/29 22:15:06] - 36 	 11.1 	 	 0.0720 	 0.5008 	 0.8260
[2020/08/29 22:15:17] - 37 	 11.2 	 	 0.0740 	 0.5010 	 0.8248
[2020/08/29 22:15:29] - 38 	 11.2 	 	 0.0760 	 0.4984 	 0.8254
[2020/08/29 22:15:40] - 39 	 11.1 	 	 0.0780 	 0.4970 	 0.8270
[2020/08/29 22:15:51] - 40 	 11.2 	 	 0.0800 	 0.4944 	 0.8286
[2020/08/29 22:16:02] - 41 	 11.2 	 	 0.0820 	 0.4986 	 0.8270
[2020/08/29 22:16:13] - 42 	 11.2 	 	 0.0840 	 0.4975 	 0.8258
[2020/08/29 22:16:24] - 43 	 11.2 	 	 0.0860 	 0.4949 	 0.8277
[2020/08/29 22:16:35] - 44 	 11.1 	 	 0.0880 	 0.4971 	 0.8266
[2020/08/29 22:16:47] - 45 	 11.3 	 	 0.0900 	 0.4916 	 0.8287
[2020/08/29 22:16:58] - 46 	 11.2 	 	 0.0920 	 0.4968 	 0.8258
[2020/08/29 22:17:09] - 47 	 11.1 	 	 0.0940 	 0.4898 	 0.8302
[2020/08/29 22:17:20] - 48 	 11.2 	 	 0.0960 	 0.4978 	 0.8261
[2020/08/29 22:17:31] - 49 	 11.2 	 	 0.0980 	 0.5021 	 0.8248
[2020/08/29 22:17:42] - 50 	 11.1 	 	 0.1000 	 0.4963 	 0.8275
[2020/08/29 22:17:54] - 51 	 11.2 	 	 0.1020 	 0.4936 	 0.8284
[2020/08/29 22:18:05] - 52 	 11.1 	 	 0.1040 	 0.5025 	 0.8258
[2020/08/29 22:18:16] - 53 	 11.1 	 	 0.1060 	 0.5007 	 0.8262
[2020/08/29 22:18:27] - 54 	 11.2 	 	 0.1080 	 0.4989 	 0.8264
[2020/08/29 22:18:38] - 55 	 11.1 	 	 0.1100 	 0.4995 	 0.8269
[2020/08/29 22:18:49] - 56 	 11.2 	 	 0.1120 	 0.5012 	 0.8247
[2020/08/29 22:19:01] - 57 	 11.2 	 	 0.1140 	 0.5020 	 0.8252
[2020/08/29 22:19:12] - 58 	 11.1 	 	 0.1160 	 0.5061 	 0.8252
[2020/08/29 22:19:23] - 59 	 11.2 	 	 0.1180 	 0.5093 	 0.8232
[2020/08/29 22:19:34] - 60 	 11.2 	 	 0.1200 	 0.5049 	 0.8240
[2020/08/29 22:19:45] - 61 	 11.1 	 	 0.1220 	 0.5066 	 0.8243
[2020/08/29 22:19:56] - 62 	 11.2 	 	 0.1240 	 0.5137 	 0.8223
[2020/08/29 22:20:07] - 63 	 11.1 	 	 0.1260 	 0.5098 	 0.8231
[2020/08/29 22:20:19] - 64 	 11.2 	 	 0.1280 	 0.5087 	 0.8232
[2020/08/29 22:20:30] - 65 	 11.2 	 	 0.1300 	 0.5181 	 0.8200
[2020/08/29 22:20:41] - 66 	 11.1 	 	 0.1320 	 0.5100 	 0.8243
[2020/08/29 22:20:52] - 67 	 11.2 	 	 0.1340 	 0.5215 	 0.8180
[2020/08/29 22:21:03] - 68 	 11.2 	 	 0.1360 	 0.5174 	 0.8212
[2020/08/29 22:21:14] - 69 	 11.1 	 	 0.1380 	 0.5105 	 0.8219
[2020/08/29 22:21:26] - 70 	 11.1 	 	 0.1400 	 0.5202 	 0.8207
[2020/08/29 22:21:37] - 71 	 11.2 	 	 0.1420 	 0.5232 	 0.8184
[2020/08/29 22:21:48] - 72 	 11.1 	 	 0.1440 	 0.5203 	 0.8191
[2020/08/29 22:21:59] - 73 	 11.2 	 	 0.1460 	 0.5289 	 0.8172
[2020/08/29 22:22:10] - 74 	 11.1 	 	 0.1480 	 0.5265 	 0.8179
[2020/08/29 22:22:21] - 75 	 11.1 	 	 0.1500 	 0.5266 	 0.8178
[2020/08/29 22:22:32] - 76 	 11.2 	 	 0.1520 	 0.5326 	 0.8155
[2020/08/29 22:22:43] - 77 	 11.1 	 	 0.1540 	 0.5291 	 0.8157
[2020/08/29 22:22:55] - 78 	 11.2 	 	 0.1560 	 0.5323 	 0.8161
[2020/08/29 22:23:06] - 79 	 11.1 	 	 0.1580 	 0.5340 	 0.8138
[2020/08/29 22:23:17] - 80 	 11.1 	 	 0.1600 	 0.5361 	 0.8140
[2020/08/29 22:23:28] - 81 	 11.2 	 	 0.1620 	 0.5355 	 0.8150
[2020/08/29 22:23:39] - 82 	 11.1 	 	 0.1640 	 0.5318 	 0.8167
[2020/08/29 22:23:50] - 83 	 11.1 	 	 0.1660 	 0.5398 	 0.8147
[2020/08/29 22:24:01] - 84 	 11.1 	 	 0.1680 	 0.5419 	 0.8133
[2020/08/29 22:24:13] - 85 	 11.2 	 	 0.1700 	 0.5386 	 0.8127
[2020/08/29 22:24:24] - 86 	 11.2 	 	 0.1720 	 0.5409 	 0.8119
[2020/08/29 22:24:35] - 87 	 11.2 	 	 0.1740 	 0.5492 	 0.8088
[2020/08/29 22:24:46] - 88 	 11.2 	 	 0.1760 	 0.5475 	 0.8111
[2020/08/29 22:24:57] - 89 	 11.1 	 	 0.1780 	 0.5400 	 0.8117
[2020/08/29 22:25:08] - 90 	 11.2 	 	 0.1800 	 0.5466 	 0.8105
[2020/08/29 22:25:20] - 91 	 11.2 	 	 0.1820 	 0.5530 	 0.8079
[2020/08/29 22:25:31] - 92 	 11.2 	 	 0.1840 	 0.5474 	 0.8124
[2020/08/29 22:25:42] - 93 	 11.1 	 	 0.1860 	 0.5540 	 0.8088
[2020/08/29 22:25:53] - 94 	 11.1 	 	 0.1880 	 0.5548 	 0.8092
[2020/08/29 22:26:04] - 95 	 11.2 	 	 0.1900 	 0.5558 	 0.8074
[2020/08/29 22:26:15] - 96 	 11.1 	 	 0.1920 	 0.5551 	 0.8078
[2020/08/29 22:26:27] - 97 	 11.2 	 	 0.1940 	 0.5526 	 0.8096
[2020/08/29 22:26:38] - 98 	 11.2 	 	 0.1960 	 0.5622 	 0.8055
[2020/08/29 22:26:49] - 99 	 11.1 	 	 0.1980 	 0.5599 	 0.8061
[2020/08/29 22:27:00] - 100 	 11.2 	 	 0.2000 	 0.5637 	 0.8047
[2020/08/29 22:27:01] - == Test loss: 0.7998, Test acc: 0.7375
[2020/08/29 22:27:14] - 101 	 11.2 	 	 0.1980 	 0.5569 	 0.8069
[2020/08/29 22:27:25] - 102 	 11.1 	 	 0.1960 	 0.5510 	 0.8081
[2020/08/29 22:27:36] - 103 	 11.1 	 	 0.1940 	 0.5642 	 0.8037
[2020/08/29 22:27:47] - 104 	 11.1 	 	 0.1920 	 0.5551 	 0.8079
[2020/08/29 22:27:58] - 105 	 11.1 	 	 0.1900 	 0.5512 	 0.8093
[2020/08/29 22:28:09] - 106 	 11.1 	 	 0.1880 	 0.5552 	 0.8086
[2020/08/29 22:28:21] - 107 	 11.1 	 	 0.1860 	 0.5481 	 0.8097
[2020/08/29 22:28:32] - 108 	 11.2 	 	 0.1840 	 0.5477 	 0.8105
[2020/08/29 22:28:43] - 109 	 11.2 	 	 0.1820 	 0.5463 	 0.8099
[2020/08/29 22:28:54] - 110 	 11.1 	 	 0.1800 	 0.5414 	 0.8143
[2020/08/29 22:29:05] - 111 	 11.1 	 	 0.1780 	 0.5408 	 0.8124
[2020/08/29 22:29:16] - 112 	 11.2 	 	 0.1760 	 0.5401 	 0.8137
[2020/08/29 22:29:27] - 113 	 11.2 	 	 0.1740 	 0.5325 	 0.8161
[2020/08/29 22:29:39] - 114 	 11.1 	 	 0.1720 	 0.5365 	 0.8142
[2020/08/29 22:29:50] - 115 	 11.1 	 	 0.1700 	 0.5378 	 0.8125
[2020/08/29 22:30:01] - 116 	 11.2 	 	 0.1680 	 0.5356 	 0.8145
[2020/08/29 22:30:12] - 117 	 11.2 	 	 0.1660 	 0.5275 	 0.8173
[2020/08/29 22:30:23] - 118 	 11.1 	 	 0.1640 	 0.5296 	 0.8166
[2020/08/29 22:30:34] - 119 	 11.2 	 	 0.1620 	 0.5228 	 0.8187
[2020/08/29 22:30:46] - 120 	 11.2 	 	 0.1600 	 0.5292 	 0.8158
[2020/08/29 22:30:57] - 121 	 11.1 	 	 0.1580 	 0.5223 	 0.8190
[2020/08/29 22:31:08] - 122 	 11.1 	 	 0.1560 	 0.5167 	 0.8228
[2020/08/29 22:31:19] - 123 	 11.2 	 	 0.1540 	 0.5156 	 0.8213
[2020/08/29 22:31:30] - 124 	 11.1 	 	 0.1520 	 0.5157 	 0.8219
[2020/08/29 22:31:41] - 125 	 11.2 	 	 0.1500 	 0.5070 	 0.8242
[2020/08/29 22:31:52] - 126 	 11.1 	 	 0.1480 	 0.5080 	 0.8241
[2020/08/29 22:32:03] - 127 	 11.1 	 	 0.1460 	 0.5060 	 0.8249
[2020/08/29 22:32:15] - 128 	 11.1 	 	 0.1440 	 0.5171 	 0.8216
[2020/08/29 22:32:26] - 129 	 11.1 	 	 0.1420 	 0.5026 	 0.8276
[2020/08/29 22:32:37] - 130 	 11.1 	 	 0.1400 	 0.4989 	 0.8284
[2020/08/29 22:32:48] - 131 	 11.2 	 	 0.1380 	 0.5020 	 0.8251
[2020/08/29 22:32:59] - 132 	 11.1 	 	 0.1360 	 0.4945 	 0.8295
[2020/08/29 22:33:10] - 133 	 11.2 	 	 0.1340 	 0.4926 	 0.8300
[2020/08/29 22:33:21] - 134 	 11.2 	 	 0.1320 	 0.4929 	 0.8289
[2020/08/29 22:33:33] - 135 	 11.1 	 	 0.1300 	 0.4891 	 0.8314
[2020/08/29 22:33:44] - 136 	 11.1 	 	 0.1280 	 0.4852 	 0.8319
[2020/08/29 22:33:55] - 137 	 11.1 	 	 0.1260 	 0.4762 	 0.8343
[2020/08/29 22:34:06] - 138 	 11.1 	 	 0.1240 	 0.4818 	 0.8334
[2020/08/29 22:34:17] - 139 	 11.2 	 	 0.1220 	 0.4762 	 0.8341
[2020/08/29 22:34:28] - 140 	 11.1 	 	 0.1200 	 0.4765 	 0.8362
[2020/08/29 22:34:39] - 141 	 11.2 	 	 0.1180 	 0.4694 	 0.8377
[2020/08/29 22:34:51] - 142 	 11.2 	 	 0.1160 	 0.4646 	 0.8389
[2020/08/29 22:35:02] - 143 	 11.1 	 	 0.1140 	 0.4618 	 0.8392
[2020/08/29 22:35:13] - 144 	 11.2 	 	 0.1120 	 0.4634 	 0.8399
[2020/08/29 22:35:24] - 145 	 11.1 	 	 0.1100 	 0.4549 	 0.8422
[2020/08/29 22:35:35] - 146 	 11.1 	 	 0.1080 	 0.4532 	 0.8426
[2020/08/29 22:35:46] - 147 	 11.1 	 	 0.1060 	 0.4397 	 0.8469
[2020/08/29 22:35:57] - 148 	 11.1 	 	 0.1040 	 0.4425 	 0.8471
[2020/08/29 22:36:09] - 149 	 11.2 	 	 0.1020 	 0.4382 	 0.8476
[2020/08/29 22:36:20] - 150 	 11.2 	 	 0.1000 	 0.4385 	 0.8463
[2020/08/29 22:36:31] - 151 	 11.1 	 	 0.0980 	 0.4325 	 0.8495
[2020/08/29 22:36:42] - 152 	 11.2 	 	 0.0960 	 0.4326 	 0.8508
[2020/08/29 22:36:53] - 153 	 11.2 	 	 0.0940 	 0.4273 	 0.8506
[2020/08/29 22:37:04] - 154 	 11.1 	 	 0.0920 	 0.4217 	 0.8519
[2020/08/29 22:37:16] - 155 	 11.2 	 	 0.0900 	 0.4161 	 0.8562
[2020/08/29 22:37:27] - 156 	 11.2 	 	 0.0880 	 0.4159 	 0.8555
[2020/08/29 22:37:38] - 157 	 11.1 	 	 0.0860 	 0.4138 	 0.8572
[2020/08/29 22:37:49] - 158 	 11.2 	 	 0.0840 	 0.4000 	 0.8617
[2020/08/29 22:38:00] - 159 	 11.2 	 	 0.0820 	 0.4056 	 0.8587
[2020/08/29 22:38:11] - 160 	 11.1 	 	 0.0800 	 0.3926 	 0.8644
[2020/08/29 22:38:22] - 161 	 11.1 	 	 0.0780 	 0.3912 	 0.8653
[2020/08/29 22:38:34] - 162 	 11.1 	 	 0.0760 	 0.3844 	 0.8667
[2020/08/29 22:38:45] - 163 	 11.1 	 	 0.0740 	 0.3806 	 0.8676
[2020/08/29 22:38:56] - 164 	 11.2 	 	 0.0720 	 0.3758 	 0.8694
[2020/08/29 22:39:07] - 165 	 11.1 	 	 0.0700 	 0.3693 	 0.8727
[2020/08/29 22:39:18] - 166 	 11.1 	 	 0.0680 	 0.3618 	 0.8740
[2020/08/29 22:39:29] - 167 	 11.2 	 	 0.0660 	 0.3589 	 0.8755
[2020/08/29 22:39:40] - 168 	 11.1 	 	 0.0640 	 0.3511 	 0.8769
[2020/08/29 22:39:52] - 169 	 11.2 	 	 0.0620 	 0.3502 	 0.8795
[2020/08/29 22:40:03] - 170 	 11.2 	 	 0.0600 	 0.3372 	 0.8816
[2020/08/29 22:40:14] - 171 	 11.1 	 	 0.0580 	 0.3377 	 0.8821
[2020/08/29 22:40:25] - 172 	 11.2 	 	 0.0560 	 0.3259 	 0.8869
[2020/08/29 22:40:36] - 173 	 11.1 	 	 0.0540 	 0.3162 	 0.8904
[2020/08/29 22:40:47] - 174 	 11.1 	 	 0.0520 	 0.3158 	 0.8907
[2020/08/29 22:40:59] - 175 	 11.2 	 	 0.0500 	 0.3098 	 0.8931
[2020/08/29 22:41:10] - 176 	 11.1 	 	 0.0480 	 0.3002 	 0.8965
[2020/08/29 22:41:21] - 177 	 11.1 	 	 0.0460 	 0.2901 	 0.8989
[2020/08/29 22:41:32] - 178 	 11.2 	 	 0.0440 	 0.2782 	 0.9028
[2020/08/29 22:41:43] - 179 	 11.1 	 	 0.0420 	 0.2712 	 0.9062
[2020/08/29 22:41:54] - 180 	 11.2 	 	 0.0400 	 0.2631 	 0.9095
[2020/08/29 22:42:05] - 181 	 11.2 	 	 0.0380 	 0.2558 	 0.9093
[2020/08/29 22:42:17] - 182 	 11.1 	 	 0.0360 	 0.2478 	 0.9131
[2020/08/29 22:42:28] - 183 	 11.2 	 	 0.0340 	 0.2314 	 0.9195
[2020/08/29 22:42:39] - 184 	 11.1 	 	 0.0320 	 0.2191 	 0.9238
[2020/08/29 22:42:50] - 185 	 11.1 	 	 0.0300 	 0.2012 	 0.9305
[2020/08/29 22:43:01] - 186 	 11.1 	 	 0.0280 	 0.2000 	 0.9314
[2020/08/29 22:43:12] - 187 	 11.1 	 	 0.0260 	 0.1875 	 0.9338
[2020/08/29 22:43:23] - 188 	 11.2 	 	 0.0240 	 0.1765 	 0.9381
[2020/08/29 22:43:35] - 189 	 11.2 	 	 0.0220 	 0.1536 	 0.9465
[2020/08/29 22:43:46] - 190 	 11.1 	 	 0.0200 	 0.1399 	 0.9515
[2020/08/29 22:43:57] - 191 	 11.2 	 	 0.0180 	 0.1246 	 0.9568
[2020/08/29 22:44:08] - 192 	 11.1 	 	 0.0160 	 0.1117 	 0.9610
[2020/08/29 22:44:19] - 193 	 11.1 	 	 0.0140 	 0.0983 	 0.9661
[2020/08/29 22:44:30] - 194 	 11.2 	 	 0.0120 	 0.0756 	 0.9745
[2020/08/29 22:44:41] - 195 	 11.1 	 	 0.0100 	 0.0597 	 0.9802
[2020/08/29 22:44:53] - 196 	 11.2 	 	 0.0080 	 0.0438 	 0.9863
[2020/08/29 22:45:04] - 197 	 11.2 	 	 0.0060 	 0.0323 	 0.9901
[2020/08/29 22:45:15] - 198 	 11.1 	 	 0.0040 	 0.0227 	 0.9939
[2020/08/29 22:45:26] - 199 	 11.1 	 	 0.0020 	 0.0180 	 0.9952
[2020/08/29 22:45:37] - 200 	 11.1 	 	 0.0000 	 0.0152 	 0.9962
[2020/08/29 22:45:38] - == Test loss: 0.3039, Test acc: 0.9139
[2020/08/29 22:45:40] - == Training Finished. best_test_acc: 0.9139 ==
[2020/08/29 22:45:40] - == Total training time: 37.2991 minutes ==
